synonym_id,anchor_drug_id,synonym_name
2650,1547,2-(4-(5-methanesulfonamido-1h-indol-2-ylcarbonyl)-1-piperazinyl)-n-(1-methylethyl)-3-pyridinamine
2651,3922,2-(4-[3-(2-chloro-10h-phenothiazin-10-yl)propyl]-1-piperazinyl)ethanol
2652,4822,"2-(4-aminobenzenesulfonamido)-4,6-dimethylpyrimidine"
2653,4821,2-(4-aminobenzenesulfonamido)-4-methylpyrimidine
2654,2650,2-(4-benzylpiperidino)-1-(4-hydroxyphenyl)propanol
2655,819,2-(4-bromobenzohydryloxy)-ethyl-dimethylamine hydrochloride
2656,1296,2-(4-chlorophenoxy)-2-methylpropanoic acid ethyl ester
2657,2550,2-(4-imidazolyl)ethylamine
2658,2679,2-(4-indanylamino)-2-imidazoline hydrochloride
2659,2634,2-(4-isobutylphenyl)propanoic acid
2660,394,"2-(4-methoxyphenyl)-1h-indene-1,3(2h)-dione"
2661,4892,"2-(4-methoxyphenyl)-5,6,7,8-tetramethoxy-4h-1-benzopyran-4-one"
2662,394,"2-(4-methoxyphenyl)indan-1,3-dione"
2663,3474,2-(4-morpholino)thiobenzothiazole
2664,40,2-(4-morpholinyl)ethanesulfonic acid
2665,3762,"2-(4-tert-butyl-2,6-dimethyl-3-hydroxybenzyl)-2-imidazoline"
2666,5414,"2-(4-tert-butyl-2,6-dimethylbenzyl)-2-imidazoline"
2667,5414,"2-(4-tert-butyl-2,6-dimethylbenzyl)-2-imidazoline monohydrochloride"
2668,4991,2-(4-thiazolyl)-1h-benzimidazole
2669,5041,2-(5-benzoyl-thiophen-2-yl)-propionic acid
2670,5041,2-(5-benzyl-2-thienyl)propionsäure
2671,3038,2-(6-(beta-hydroxyphenethyl)-1-methyl-2-piperidyl)acetophenone
2672,2345,"2-(6-amino-purin-9-ylmethoxy)-propane-1,3-diol"
2673,1032,2-(6-chloro-9h-carbazol-2-yl)-propionic acid
2674,3498,"2-(6-{5-[2-(5-ethyltetrahydro-5-hydroxy-6-methylpyran-2-yl)-15-hydroxy-2,10,12-trimethyl-1,6,8-trioxadispiro[4.1.5.3]pentadec-13-en-9-yl]-2-hydroxy-1,3-dimethyl-4-oxoheptyl}tetrahydro-3,5-dimethylpyran-2-yl)butyric acid"
2675,3464,2-(acetylamino)-2-deoxy-a-d-glucopyranose
2676,3464,2-(acetylamino)-2-deoxy-α-d-glucopyranose
2677,3584,"2-(alpha,alpha,alpha-trifluoro-2-nitro-p-tuluoyl)-1,3-cyclohexanedione"
2678,3044,"2-(alpha-(2,6-dichlorophenoxy)ethyl)2-imidazoline"
2679,1794,2-(alpha-(2-(dimethylamino)ethoxy)-alpha-methylbenzyl)pyridine
2680,1720,"2-(benzhydryloxy)-n,n-dimethylethylamine"
2681,701,"2-(carbamoyloxy)-n,n,n-trimethylpropan-1-aminium"
2682,3470,2-(cyclohexylaminothio)benzothiazole
2683,1827,"2-(diethoxyphosphorylsulfanyl)ethyl-n,n,n-trimethylazanium iodide"
2684,1652,2-(diethylamino)-1-phenyl-1-propanone
2685,3000,"2-(diethylamino)-2',6'-acetoxylidide"
2686,3000,"2-(diethylamino)-n-(2,6-dimethylphenyl)acetamide"
2687,3000,"2-(diethylamino)-n-(2,6-dimethylphenyl)acetamide monohydrochloride"
2688,1638,2-(diethylamino)ethyl 1-cyclohexylcyclohexanecarboxylate
2689,4237,2-(diethylamino)ethyl 3-amino-4-propoxybenzoate
2690,4237,2-(diethylamino)ethyl 3-amino-4-propoxybenzoate monohydrochloride
2691,1172,2-(diethylamino)ethyl 4-amino-2-chlorobenzoate
2692,4214,2-(diethylamino)ethyl p-aminobenzoate monohydrochloride
2693,3483,2-(diethylamino)ethyl tetrahydro-alpha-(1-naphthylmethyl)-2-furanpropionate
2694,1652,2-(diethylamino)propiophenone
2695,1847,2-(difluoromethyl)ornithine
2696,1658,"2-(dimethylamino)-1,1-dimethylethyl diphenylglycolate hydrochloride"
2697,3460,2-(dimethylamino)acetic acid
2698,1529,2-(dimethylamino)ethanol
2699,1555,2-(dimethylamino)ethyl (2-ethylbutoxy)diphenylacetate
2700,1555,2-(dimethylamino)ethyl (2-ethylbutoxy)diphenylacetate hydrochloride
2701,1465,2-(dimethylamino)ethyl 1-hydroxy-α-phenylcyclopentaneacetate
2702,1465,2-(dimethylamino)ethyl 2-(1-hydroxycyclopentyl)-2-phenylacetate
2703,4970,2-(dimethylamino)ethyl 4-(butylamino)benzoate
2704,4970,2-(dimethylamino)ethyl p-(butylamino)benzoate
2705,4240,2-(dimethylamino)ethyldiphenyl(2-propynyloxy)acetate hydrochloride
2706,1720,"2-(diphenylmethoxy)-n,n-dimethylethylamine"
2707,5054,2-(ethylamino)-2-(2-thienyl)cyclohexanone hydrochloride
2708,2044,2-(ethylmercuri-thio)-benzoic acid
2709,2044,2-(ethylmercuriothio)benzoic acid
2710,4995,2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10h-phenothiazine
2711,1122,2-(hexahydro-1h-azepin-1-yl)ethyl alpha-cyclohexyl-3-thiopheneacetate citrate (1:1)
2712,1663,"2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid"
2713,16,2-(hydroxymethyl)ethanol
2714,5334,2-(isopropylamino)-3-methyl-5-(6-methyl-5-((2-(1-methyl-1h-pyrazol-4-yl)pyridin-4-yl)oxy)pyridin-2-yl)pyrimidin-4(3h)-one
2715,2119,2-(l-phenylalanine)-8-l-lysinevasopressin
2716,2130,2-(m-phenoxyphenyl)propionic acid
2717,48,2-(methacryloyloxy)ethanol
2718,3306,2-(methoxycarbonyl)phenol
2719,2121,2-(methoxycarbonylamino)-5-(phenylthio)benzimidazole
2720,2858,2-(methylamino)-2-(2-chlorophenyl)cyclohexanone
2721,40,2-(morpholin-4-yl)ethanesulfonic acid
2722,2600,2-(n-(4-(7-chlor-4-chinolylamino)-4-methylbutyl)ethylamino)ethanol
2723,3958,2-(n-(m-hydroxyphenyl)-p-toluidinomethyl)imidazoline
2724,399,2-(n-benzylanilinomethyl)-2-imidazoline
2725,399,2-(n-benzylanilinomethyl)-2-imidazoline hydrochloride
2726,843,"2-(n-cyclopropylmethyl-4,5α-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6α-yl)-3,3-dimethyl-2-butanol"
2727,399,2-(n-phenyl-n-benzylaminomethyl)imidazoline
2728,399,2-(n-phenyl-n-benzylaminomethyl)imidazoline hydrochloride
2729,2858,2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone
2730,2481,2-(octahydro-1-azocinyl)ethyl guanidine sulphate
2731,3722,"2-(p-((z)-4-chloro-1,2-diphenyl-1-butenyl)phenoxy)ethanol"
2732,1251,"2-(p-(2,2-dichlorocyclopropyl)phenoxy)-2-methylpropionic acid"
2733,710,2-(p-(2-(p-chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid
2734,1298,"2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine"
2735,492,2-(p-(2-hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide
2736,1298,2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine
2737,4820,2-(p-aminobenzenesulfanamide)-3-methoxypyrazine
2738,4828,"2-(p-aminobenzenesulfonamido)-4,5-dimethyloxazole"
2739,4822,"2-(p-aminobenzenesulfonamido)-4,6-dimethylpyrimidine"
2740,4823,2-(p-aminobenzenesulfonamido)-5-methylthiadiazole
2741,4834,2-(p-aminobenzenesulfonamido)thiazole
2742,4830,2-(p-aminobenzenesulphonamido)pyridine
2743,4834,2-(p-aminobenzenesulphonamido)thiazole
2744,4828,"2-(p-aminobenzolsulfonamido)-4,5-dimethyloxazol"
2745,4821,2-(p-aminobenzolsulfonamido)-4-methylpyrimidine
2746,321,2-(p-aminophenyl)-2-ethylglutarimide
2747,823,2-(p-bromo-alpha-(2-dimethylaminoethyl)benzyl)pyridine
2748,823,2-(p-bromo-α-(2-dimethylaminoethyl)benzyl)pyridine
2749,818,"2-(p-bromo-α-phenylbenzyloxy)-n,n-dimethylethylamine"
2750,835,2-(p-butoxyphenyl)-acetohydroxamic acid
2751,1003,2-(p-chloro-α-(2-(dimethylamino)ethoxy)benzyl)pyridine
2752,1296,2-(p-chlorophenoxy)-2-methylpropionic acid ethyl ester
2753,1165,"2-(p-chlorophenyl)tetrahydro-3-methyl-4h-1,3-thiazin-4-one 1,1-dioxide"
2754,1165,"2-(p-chlorphenyl)-3-methyl-1,3-perhydrothiazin-4-on-1,1-dioxide"
2755,413,"2-(p-hydroxyphenyl)-5,7-dihydroxychromone"
2756,4215,2-(p-isopropylcarbamoylbenzyl)-1-methylhydrazine
2757,394,"2-(p-methoxyphenyl)-1,3-indandione"
2758,394,"2-(p-methoxyphenyl)indane-1,3-dione"
2759,3715,2-(phenyl-o-tolylmethoxy)ethyldimethylamine
2760,367,2-(phenylmethylene)heptanal
2761,4203,2-(propylamino)-o-propionotoluidide hydrochloride
2762,4821,2-(sulfanilamido)-4-methylpyrimidine
2763,4834,2-(sulfanilylamino)thiazole
2764,4991,2-(thiazol-4-yl)benzimidazole
2765,505,"2-(trans-4-(p-chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone"
2766,2251,2-(trifluoromethyl)-10-(3-(1-(β-hydroxyethyl)-4-piperazinyl)propyl)phenothiazine
2767,5184,2-(trifluoromethyl)promazine
2768,695,2-(trimethylammonio)acetate
2769,559,"2-({[(1z)-1-(2-amino-1,3-thiazol-4-yl) -2- {[(2s,3s)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino} -2- oxoethylidene]amino}oxy)-2-methylpropanoic acid"
2770,694,2-(β-methylaminoethyl)pyridine
2771,94,"2-[(2',6'-dichlorophenyl)amino]phenylacetoxyacetic acid"
2772,94,"2-[(2,6-dichlorophenyl)amino]benzeneacetic acid carboxymethyl ester"
2773,1634,"2-[(2,6-dichlorophenyl)amino]benzeneacetic acid monosodium salt"
2774,94,"2-[(2,6-dichlorophenyl)amino]phenylacetoxyacetic acid"
2775,4314,"2-[2-(4-dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanol"
2776,694,2-[2-(methylamino)ethyl]pyridine
2777,659,2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate
2778,3538,"2-[3,5-bis(trifluoromethyl)phenyl]-n,2-dimethyl-n-[4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl]propanamide"
2779,2329,"2-[3,9-bis[1-carboxylato-4-(2,3-dihydroxypropylamino)-4-oxobutyl]-3,6,9,15-tetrazabicyclo[9.3.1]pentadeca-1(15),11,13-trien-6-yl]-5-(2,3-dihydroxypropylamino)-5-oxopentanoate;gadolinium(3+)"
2780,2262,"2-[3-(18f)fluoro-4-(methylamino)phenyl]-1,3-benzothiazol-6-ol"
2781,686,2-[3-(aminomethyl)phenyl]-n-[5-[(r)-(3-cyanophenyl)-(cyclopropylmethylamino)methyl]-2-fluorophenyl]-5-(trifluoromethyl)pyrazole-3-carboxamide
2782,620,2-[3-[4-(1h-indazol-5-ylamino)-2-quinazolinyl]phenoxy]-n-(1-methylethyl)-acetamide
2783,843,"2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14r)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol"
2784,4854,2-[4-(thiophene-2-carbonyl)-phenyl]-propionic acid
2785,3277,2-[[2-(dimethylamino)ethyl]-2-thenylamino]pyridine
2786,1467,"2-[bis(2-chloroethylamino)]-tetrahydro-2h-1,3,2-oxazaphosphorine-2-oxide"
2787,1184,2-[p-chloro-α-[2-(dimethylamino)ethyl]benzyl]pyridine
2788,3464,2-acetamido-2-deoxy-d-glucose
2789,465,2-acetoxybenzenecarboxylic acid
2790,465,2-acetoxybenzoic acid
2791,127,2-acetoxyethyltrimethylammonium chloride
2792,114,"2-acetylamino-1,3,4-thiadiazole-5-sulfonamide"
2793,131,2-acetyltributylcitrate
2794,5003,2-amino 6mp
2795,2484,"2-amino-1,7-dihydro-6h-purin-6-one"
2796,5003,"2-amino-1,7-dihydro-6h-purine-6-thione"
2797,152,"2-amino-1,9-dihydro-9-[(2-hydroxyethoxy)methyl]-6h-purin-6-one momsodium salt"
2798,2485,"2-amino-1,9-dihydro-9-β-d-ribofuranosyl-6h-purin-6-one"
2799,5003,"2-amino-1,9-dihydropurine-6-thione"
2800,3258,2-amino-1-(m-hydroxyphenyl)-1-propanol
2801,1477,2-amino-1-ethanethiol
2802,2001,2-amino-1-ethanol
2803,5089,"2-amino-2',6'-propionoxylidide"
2804,5217,"2-amino-2-(hydroxymethyl)-1,3-propanediol"
2805,2191,"2-amino-2-[2-(4-octylphenyl)ethyl]propan-1,3-diol hydrochloride"
2806,2405,2-amino-2-deoxy-d-glucose
2807,3957,2-amino-2-methyl-1-phenylpropane
2808,815,2-amino-3-(4-bromobenzoyl)benzeneacetic acid
2809,3529,2-amino-3-benzoylbenzeneacetamide
2810,5020,2-amino-3-hydroxybutyric acid
2811,3654,2-amino-3-mercapto-propionamide
2812,5282,2-amino-3-methylbutyric acid
2813,2805,2-amino-3-methylvaleric acid
2814,2965,2-amino-4-methylvaleric acid
2815,440,2-amino-5-(diaminomethylideneamino)pentanoic acid
2816,440,2-amino-5-guanidino-pentanoic acid
2817,1264,2-amino-5-ureidovaleric acid
2818,4537,"2-amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1h)-pteridinone"
2819,4537,"2-amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydropteridin-4(3h)-one"
2820,2484,2-amino-6-hydroxypurine
2821,5003,2-amino-6-mercaptopurine
2822,5003,2-amino-6-merkaptopurin
2823,5003,2-amino-6-purinethiol
2824,338,"2-amino-7-isopropyl-5-oxo-5h-(1)benzopyrano(2,3-b)pyridine-3-carboxylic acid"
2825,3731,"2-amino-9,10-epoxy-8-oxodecanoic acid"
2826,2345,"2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-1h-purin-6(9h)-one"
2827,2345,"2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-3h-purin-6(9h)-one"
2828,2345,"2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-9h-purin-6-ol"
2829,2345,"2-amino-9-(2-hydroxy-1-hydroxymethyl-ethoxymethyl)-1,9-dihydro-purin-6-one"
2830,2345,"2-amino-9-(2-hydroxy-1-hydroxymethylethoxymethyl)-6,9-dihydro-1h-6-purinone"
2831,803,"2-amino-9-(r)-3,4-dihydroxybutyl-9h-purin-6(1h)-on"
2832,3520,2-amino-9-beta-d-arabinofuranosyl-6-methoxy-9h-purine
2833,2485,2-amino-9-beta-d-ribofuranosyl-9h-purine-6(1h)-one
2834,1477,2-amino-ethanethiol
2835,3794,2-amino-ethanol dihydrogen phosphate
2836,3794,2-amino-ethanol phosphate
2837,1494,"2-amino-n,n'-bis(hexadecahydro-2,5,9-trimethyl-6,13-bis(1-methylethyl)-1,4,7,11,14-pentaoxo-1h-pyrrolo(2,1-i)(1,4,7,10,13)oxatetra-azacyclohexadecin-10-yl)-4,6-dimethyl-3-oxo-3h-phenoxazine-1,9-dicarboxamide"
2838,2635,"2-amino-n-((r)-2-(benzyloxy)-1-((1-(methylsulfonyl)spiro(indoline-3,4'-piperidin)-1'-yl)carbonyl)ethyl)-2-methylpropionamide"
2839,3356,"2-amino-n-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide"
2840,5089,"2-amino-n-(2,6-dimethylphenyl)propanamide"
2841,5089,"2-amino-n-(2,6-dimethylphenyl)propionamid"
2842,2635,"2-amino-n-(3-(benzyloxy)-1-(1-methanesulfonyl-1,2-dihydrospiro(indole-3,4'-piperidin)-1'-yl)-1-oxopropan-2-yl)-2-methylpropanamide"
2843,1380,"2-amino-n-(7-methoxy-8-(3-(morpholin-4-yl)propoxy)-2,3-dihydroimidazo(1,2-c)quinazolin-5-yl(pyrimidine-5-carboxamide"
2844,1380,"2-amino-n-(7-methoxy-8-(3-morpholin-4-ylpropoxy)-2,3-dihydroimidazo(1,2-c)quinazolin-5-yl)pyrimidine-5-carboxamide"
2845,1477,2-aminoethanethiol
2846,2001,2-aminoethanol
2847,3794,2-aminoethyl dihydrogen phosphate
2848,440,2-aminoglutaric acid
2849,5003,2-aminopurin-6-thiol
2850,5003,2-aminopurine-6(1h)-thione
2851,5003,2-aminopurine-6-thiol
2852,475,2-aminosuccinamic acid
2853,474,2-aminosuccinic acid
2854,3470,"2-benzenethiazolesulfenamide, n-cyclohexyl-"
2855,49,2-benzothiazolethiol
2856,33,2-benzothiazolyl disulfide
2857,3474,2-benzothiazolylsulfenylmorpholine
2858,4844,2-benzoyl-5-methoxy-1-phenol-4-sulfonic acid
2859,3756,2-benzoyl-5-methoxyphenol
2860,5100,2-benzyl-2-imidazoline
2861,5100,"2-benzyl-4,5-imidazoline"
2862,5100,2-benzylimidazoline
2863,4864,2-bornanone
2864,3312,2-bromo-2-(bromomethyl) glutaronitrile
2865,3312,2-bromo-2-(bromomethyl) pentanedinitrile
2866,2503,"2-bromo-2-chloro-1,1,1-trifluoroethane"
2867,824,"2-bromo-2-nitropropane-1,3-diol"
2868,826,"2-bromo-4-(o-chlorophenyl)-9-methyl-6h-thieno(3,2-f)-s-triazolo(4,3-a)(1,4)diazepine"
2869,817,2-bromo-alpha-ergocryptine
2870,817,2-bromo-alpha-ergokryptin
2871,817,2-bromo-alpha-ergokryptine
2872,795,"2-bromo-n-ethyl-n,n-dimethylbenzenemethanaminium"
2873,795,"2-bromo-n-ethyl-n,n-dimethylbenzenemethanaminium 4-methylbenzenesulfonate"
2874,817,2-bromo-α-ergocryptine
2875,817,2-bromo-α-ergokryptin
2876,817,2-bromo-α-ergokryptine
2877,3531,"2-butenamide, n-(4-((3-chloro-4-(2-pyridinylmethoxy)phenyl)amino)-3-cyano-7-ethoxy-6-quinolinyl)-4-(dimethylamino)-, (2e)-"
2878,3531,"2-butenamide, n-(4-((3-chloro-4-(2-pyridinylmethoxy)phenyl)amino)-3-cyano-7-ethoxy-6-quinolinyl)-4-(dimethylamino)-, (2e)-, (2z)-2-butenedioate (1:1)"
2879,170,"2-butenamide, n-[4-[(3-chloro-4-fluorophenyl)amino]7-[[(3s)-tetrahydro-3-furanyl]oxy]-6-quinazolinyl]-4-(dimethylamino)-,(2e)-, (2z)-2-butenedioate (1:2)"
2880,2704,"2-butenoic acid, 2-methyl-, (1ar,2s,5r,5as,6s,8as,9r,10ar)-1a,2,5,5a,6,9,10,10a- octahydro-5,5a-dihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-11-oxo-1h-2,8a- methanocyclopenta[a]cyclopropa[e]cyclodecen-6-yl ester, (2z)-"
2881,1621,2-butoxy-n-(2-(diethylamino)ethyl)cinchoninamide
2882,1621,2-butoxy-n-(α-diethylaminoethyl)cinchoninamide
2883,1621,2-butoxy-n-(β-diethylaminoethyl)cinchoninamide
2884,1621,2-butoxy-n-[2-(diethylamino)ethyl]-4-quinolinecarboxamide
2885,1621,2-butoxy-quinoline-4-carboxylic acid (2-diethylamino-ethyl)-amide
2886,1621,2-butoxyquinoline-4-carboxylic acid diethylaminoethylamide
2887,333,"2-butyl-3-(3,5-diiodo-4-(2-diethylaminoethoxy)benzoyl)benzofuran"
2888,333,"2-butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl ketone"
2889,2782,"2-butyl-3-{[2'-(1h-tetrazol-5-yl)biphenyl-4-yl]methyl}-1,3-diazaspiro[4.4]non-1-en-4-one"
2890,583,2-butylamino-1-p-hydroxyphenylethanol
2891,4864,2-camphanone
2892,701,2-carbamoyloxypropyl-trimethylazanium
2893,4514,2-carbamoylphenol
2894,4287,2-carbamylpyrazine
2895,3306,2-carbomethoxyphenol
2896,4514,2-carboxamidophenol
2897,4515,2-carboxyphenol
2898,4525,2-carboxyphenyl salicylate
2899,3992,2-carboxypyridine
2900,5010,2-carboxythiophenol
2901,1268,2-cda
2902,1897,"2-chloro-1,1,2-trifluoroethyl difluoromethyl ether"
2903,1897,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane"
2904,4217,2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine
2905,4217,2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)phenothiazine edisylate
2906,3922,2-chloro-10-(3-(4-(2-hydroxyethyl)piperazin-1-yl)propyl)phenothiazine
2907,4217,2-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine
2908,1190,2-chloro-10-(3-(dimethylamino)propyl)phenothiazine monohydrochloride
2909,1189,2-chloro-10-(3-diethylaminopropyl)phenothiazine
2910,356,"2-chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine"
2911,3071,"2-chloro-11-(4-methyl-1-piperazinyl)dibenz(b,f)(1,4)oxazepine succinate(1:1)"
2912,3071,"2-chloro-11-(4-methyl-1-piperazinyl)dibenz[b,f][1,4]oxazepine"
2913,1268,2-chloro-2'-deoxy-beta-adenosine
2914,1268,2-chloro-2'-deoxyadenosine
2915,2803,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane"
2916,43,"2-chloro-4,5-xylenol"
2917,1196,2-chloro-5-(1-hydroxy-3-oxo-1-isoindolinyl)benzenesulfonamide
2918,558,2-chloro-5-(1h-tetrazol-5-yl)-n4-2-thenylsulfanilamide
2919,1196,"2-chloro-5-(2,3-dihydro-1-hydroxy-3-oxo-1h-isoindol-1-yl)benzenesulfonamide"
2920,1181,"2-chloro-5-hydroxy-1,3-dimethylbenzene"
2921,1181,2-chloro-5-hydroxy-m-xylene
2922,1268,2-chloro-6-amino-9-(2-deoxy-β-d-erythro-pentofuranosyl)purine
2923,1292,2-chloro-9-(2'-deoxy-2'-fluoro-β-d-arabinofuranosyl)adenine
2924,1292,2-chloro-9-(2-deoxy-2-fluoro-beta-d-arabinofuranosyl)-9h-purin-6-amine
2925,1292,2-chloro-9-(2-deoxy-2-fluoro-β-d-arabinofuranosyl)adenine
2926,1292,2-chloro-9-(2-deoxy-2-fluoroarabinofuranosyl)adenine
2927,1268,2-chloro-deoxyadenosine
2928,1181,2-chloro-m-xylenol
2929,5346,2-chloro-n-(4-chloro-3-pyridin-2-yl)phenyl)-4-(methylsulfonyl)benzamide
2930,5346,2-chloro-n-[4-chloro-3-(pyridin-2-yl)phenyl]-4-(methylsulfonyl)benzamide
2931,1268,2-chlorodeoxyadenosine
2932,1172,2-chloroprocaine
2933,1239,2-cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine
2934,1239,2-cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine monohydrochloride
2935,3918,2-cyano-10-(3-(4-hydroxy-1-piperidyl)propyl)phenothiazine
2936,3918,2-cyano-10-(3-(4-hydroxypiperidino)propyl)phenothiazine
2937,4010,"2-cyano-3-(4-pyridinyl)-1-(1,2,2-trimethylpropyl)guanidine"
2938,4786,2-deoxy-2-(((methylnitrosoamino)carbonyl)amino)-d-glucopyranose
2939,4786,2-deoxy-2-(3-methyl-3-nitrosoureido)-d-glucopyranose
2940,2217,2-deoxy-5-fluorouridine
2941,44,2-deoxy-d-arabino-hexose
2942,44,2-deoxy-d-glucose
2943,4205,2-deoxyphenobarbital
2944,44,2-dg
2945,3081,"2-dibutylamino-1-[2,7-dichloro-9-(4-chloro-benzylidene)-9h-fluoren-4-yl]-ethanol"
2946,3081,"2-dibutylamino-1-{2,7-dichloro-9-[1-(4-chloro-phenyl)-meth-(z)-ylidene]-9h-fluoren-4-yl}-ethanol"
2947,4219,2-diethylamino-1-propyl-n-dibenzoparathiazine
2948,1172,2-diethylaminoethyl 4-amino-2-chlorobenzoate hydrochloride
2949,4214,2-diethylaminoethyl p-aminobenzoate
2950,5191,"2-dimethylamino-2-phenylbutyl 3,4,5-trimethoxybenzoat"
2951,1529,2-dimethylaminoethanol
2952,1794,2-dimethylaminoethoxyphenylmethyl-2-picoline
2953,5006,2-dimethylsulfamido-(10-(3-1-methylpiperazinyl-4)propyl)-phenothiazine
2954,1720,"2-diphenylmethoxy-n,n-demthylethanamine"
2955,956,2-ethoxy-1-(p-(o-1h-tetrazol-5-ylphenyl)benzyl)-7-benzimidazolecarboxylic acid
2956,956,2-ethoxy-3-[[4-[2-(2h-tetrazol-5-yl)phenyl]phenyl]methyl]-3h-benzoimidazole-4-carboxylic acid
2957,1249,2-ethoxyethyl-p-methoxycinnamate
2958,2027,2-ethyl pyromeconic acid
2959,47,2-ethyl-1-hexanol benzoate
2960,2017,2-ethyl-2-methylsuccinimide
2961,2418,2-ethyl-2-phenylglutarimide
2962,647,"2-ethyl-3-(3,5-dibrom-4-hydroxybenzoyl)benzofuran"
2963,2027,2-ethyl-3-hydroxy-4-pyrone
2964,2011,2-ethyl-4-pyridinecarbothioamide
2965,2011,2-ethyl-4-thiopyridylamide
2966,2126,2-ethylamino-1-(3-trifluoromethylphenyl)propane
2967,4379,"2-ethylbutyl (2s)-2-(((s)-(((2r,3s,4r,5r)-5-(4-aminopyrrolo(2,1-f)(1,2,4)triazin-7-yl)-5-cyano-3,4-dihydroxytetrahydrofuran-2-yl)methoxy)(phenoxy)phosphoryl)amino)propanoate"
2968,3650,2-ethylhexyl 2-hydroxybenzoate
2969,3650,2-ethylhexyl salicylate
2970,2011,2-ethylthioisonicotinamide
2971,2224,2-f-araa
2972,2224,2-flamp
2973,2224,2-fluoro ara-a
2974,2259,2-fluoro-alpha-methyl-4-diphenylacetic acid sodium salt
2975,2224,2-fluoro-ara amp
2976,2224,2-fluoro-ara-amp
2977,975,"2-fluoro-n-methyl-4-(7-(quinolin-6-ylmethyl)imidazo[1,2-b][1,2,4]triazin-2-yl)benzamide"
2978,2259,"2-fluoro-α-methyl-(1,1'-biphenyl)-4-acetic acid"
2979,3483,"2-furanpropanoic acid, tetrahydro-a-(1-naphthalenylmethyl)-, 2-(diethylamino)ethyl ester"
2980,2316,2-furfurylamino-4-chloro-5-sulfamoylbenzoic acid
2981,48,2-hema
2982,3828,"2-hexen-5,1-olide"
2983,176,"2-hydroxy-1,2,3-nona-decane-tricarboxylic acid"
2984,1261,"2-hydroxy-1,2,3-propanetricarboxyic acid"
2985,1261,"2-hydroxy-1,2,3-propanetricarboxylic acid"
2986,4625,"2-hydroxy-1,2,3-propanetricarboxylic acid silver salt"
2987,5449,"2-hydroxy-1,2,3-propanetricarboxylic acid zinc salt"
2988,1261,"2-hydroxy-1,2,3-propanetricarboxylic acid, anhydrous"
2989,5178,"2-hydroxy-1,2,3-propanetricarboxylic acid, triethyl ester"
2990,1569,2-hydroxy-4-(methylthio) butanoic acid
2991,1569,2-hydroxy-4-(methylthio)butanoic acid
2992,3756,2-hydroxy-4-methoxybenzophenone
2993,3756,"2-hydroxy-4-methoxybenzophenone,[2-hydroxy-4-methoxyphenyl]phenylmethanone"
2994,4844,2-hydroxy-4-methoxybenzophenone-5-sulfonic acid
2995,4832,2-hydroxy-5-((4-((2-pyridinylamino)sulfonyl)phenyl)azo)benzoic acid
2996,4832,2-hydroxy-5-[4-(pyridin-2-ylsulfamoyl)-phenylazo]-benzoic acid
2997,1199,2-hydroxy-5-chlorobenzoxazole
2998,746,"2-hydroxy-benzo[1,3,2]dioxabismin-4-one"
2999,2439,2-hydroxyacetic acid
3000,119,2-hydroxyamino-2-ethanal
3001,4514,2-hydroxybenzamide
3002,4515,2-hydroxybenzoic acid
