synonym_id,anchor_drug_id,synonym_name
2355,722,"1h-imidazole, 1-((1,1'-biphenyl)-4-ylphenylmethyl)-, (+/-)-"
2356,4809,"1h-imidazole, 1-(2-(((4-chlorophenyl)methyl)thio)-2-(2,4-dichlorophenyl)ethyl)-, mononitrate,(+-)-"
2357,4591,"1h-imidazole, 1-(2-((7-chlorobenzo(b)thien-3-yl)methoxy)-2-(2,4-dichlorophenyl)ethyl)-, mononitrate"
2358,5414,"1h-imidazole, 2-((4-(1,1-dimethylethyl)-2,6-dimethylphenyl)methyl)-4,5-dihydro-"
2359,5414,"1h-imidazole, 2-((4-(1,1-dimethylethyl)-2,6-dimethylphenyl)methyl)-4,5-dihydro-, monohydrochloride"
2360,3044,"1h-imidazole, 2-(1-(2,6-dichlorophenoxy)ethyl)-4,5-dihydro-"
2361,3044,"1h-imidazole, 2-(1-(2,6-dichlorophenoxy)ethyl)-4,5-dihydro-, monohydrochloride"
2362,4973,"1h-imidazole, 4,5-dihydro-2-(1,2,3,4-tetrahydro-1-naphthalenyl)-, monohydrochloride"
2363,3494,"1h-imidazole, 4,5-dihydro-2-(1-naphthalenylmethyl)-, mononitrate (9ci)"
2364,497,"1h-imidazole, 4-(2-ethyl-2,3-dihydro-1h-inden-2-yl)-, monohydrochloride"
2365,399,"1h-imidazole-2-methanamine, 4,5-dihydro-n-phenyl-n-(phenylmethyl)-, phosphate(1:1)"
2366,2550,1h-imidazole-4-ethanamine
2367,2058,"1h-imidazole-5-carboxylic acid, 1-((1r)-1-phenylethyl)-, ethyl ester"
2368,3678,"1h-imidazole-5-carboxylic acid, 4-(1-hydroxy-1-methylethyl)-2-propyl-1-((2'-(1h-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-,(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl ester"
2369,1697,"1h-indene-1,3(2h)-dione, 5,6-dimethyl-2-nitro-, ion(1-)"
2370,1697,"1h-indene-2-ethanamine, n,n-dimethyl-3-(1-(2-pyridinyl)ethyl)-, (z)-2-butenedioate (1:1)"
2371,2684,1h-indol-3-yl hydrogen sulfate
2372,598,"1h-indol-5-ol, 1-((4-(2-(hexahydro-1h-azepin-1-yl)ethoxy)phenyl)methyl)-2-(4-hydroxyphenyl)-3-methyl-"
2373,3765,"1h-indole, 5,6-dimethoxy-2-methyl-3-(2-(4-phenyl-1-piperazinyl)ethyl)-"
2374,5438,"1h-indole-2-carbonitrile, 4-methyl-5-((4-((2-(methylamino)-6-(2,2,2-trifluoroethyl)thieno(2,3-d)pyrimidin-4-yl)amino)-1-piperidinyl)methyl)-1-((2s)-2-(4-(methylsulfonyl)-1-piperazinyl)propyl)-"
2375,3919,"1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)"
2376,4448,"1h-indole-3-ethanamine, n,n-dimethyl-5-(1h-1,2,4-triazol-1-ylmethyl)-, monobenzoate"
2377,158,1h-purin-6-amine
2378,5268,"1h-purine-2,6,8-triol"
2379,311,"1h-purine-2,6-diamine"
2380,326,"1h-purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-, compound with 1,2-ethanediamine(2:1)"
2381,4276,"1h-purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-7-(2-hydroxypropyl)-"
2382,1817,"1h-purine-2,6-dione, 7-(2,3-dihydroxypropyl)-3,7-dihydro-1,3-dimethyl"
2383,3010,"1h-purine-2,6-dione, 8-((3r)-3-amino-1-piperidinyl)-7-(2-butynyl)-3,7-dihydro-3-methyl-1-((4-methyl-2-quinazolinyl)methyl)-"
2384,2272,"1h-pyrazole, 4-methyl-"
2385,4046,"1h-pyrazole-4-carboxamide, 5-amino-3-(4-(((5-fluoro-2-methoxybenzoyl)amino)methyl)phenyl)-1-((1s)-2,2,2-trifluoro-1-methylethyl)-"
2386,171,"1h-pyrazole-4-carboxamide, n-((1r)-5-(5-ethyl-1,2,4-oxadiazol-3-yl)-2,3-dihydro-1h-inden-1-yl)-1-methyl-"
2387,4561,"1h-pyrazole-4-carboxamide, n-[(3-fluoro-4-methoxy-2-pyridinyl)methyl]-3-methoxymethyl)-1-[[4-[(2-oxo-1(2h)-pyridinyl)methyl]phenyl]methyl]-"
2388,414,"1h-pyrazolo(3,4-c)pyridine-3-carboxamide, 4,5,6,7-tetrahydro-1-(4-methoxyphenyl)-7-oxo-6-(4-(2-oxo-1-piperidinyl)phenyl)-"
2389,234,"1h-pyrazolo(3,4-d)pyrimidin-4-ol"
2390,249,"1h-pyrido(4,3-b)indol-1-one, 2,3,4,5-tetrahydro-5-methyl-2((5-methyl-1h-imidazol-4-yl)methyl)-, monohydrochloride"
2391,5106,"1h-pyrrole-2-acetic acid, 1-methyl-5-(4-methylbenzoyl)-, sodium salt, dihydrate"
2392,4852,"1h-pyrrole-3-carboxamide, n-(2-(diethylamino)ethyl)-5-((z)-(5-fluoro-1,2-dihydro-2-oxo-3h-indol-3-ylidene)methyl)-2,4-dimethyl-"
2393,5364,"1h-pyrrole-3-methanamine, 5-(2-fluorophenyl)-n-methyl-1-(3-pyridinylsulfonyl)-, (2e)-2-butenedioate (1:1)"
2394,2143,"1r-cis-(1,2-epoxypropyl)phosphonic acid"
2395,901,"1α,25(oh)2d3"
2396,901,"1α,25-dihydroxycholecalciferol"
2397,901,"1α,25-dihydroxyvitamin d3"
2398,208,1α-hydroxy-vitamin d3
2399,208,1α-hydroxycholecalciferol
2400,1791,1α-hydroxyergocalciferol
2401,1791,1α-hydroxyvitamin d2
2402,208,1α-hydroxyvitamin d3
2403,2345,2 nor-deoxyguanosine
2404,2354,"2',2'-difluorodeoxycytidine"
2405,5270,"2',3',5'-tri-o-acetyluridine"
2406,5270,"2',3',5'-triacetyluridine"
2407,1231,"2',3'-cyclic cmp"
2408,4735,"2',3'-didehydro-3'-deoxythimidine"
2409,2904,"2',3'-dideoxy-3'-thiacytidine"
2410,5425,"2',3'-dideoxycytidine"
2411,3744,"2',4'-dichloro-2-imidazol-1-ylacetophenone (z)-[o-(2,4-dichlorobenzyl)oxime]"
2412,1663,"2',4'-difluoro-4-hydroxy-(1,1'-biphenyl)-3-carboxylic acid"
2413,1663,"2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid"
2414,3974,"2',4,4',6'-tetrahydroxy-dihydrochalcone"
2415,3974,"2',4,4',6'-tetrahydroxydihydrochalcone"
2416,5202,"2',4,8-trimethylpsoralen"
2417,5189,"2'-((5-(4-methylpiperazin-1-yl)pyridin-2-yl)amino)-7',8'-dihydro-6'h-spiro(cyclohexane-1,9'-pyrazino(1',2':1,5)pyrrolo(2,3-d)pyrimidin)-6'-one"
2418,640,"2'-(2,3,4-trihydroxybenzyl)-dl-serinohydrazide monohydrochloride"
2419,4232,2'-(2-hydroxy-3-(propylamino)propoxy)-3-phenylpropiophenone hydrochloride
2420,2354,"2'-deoxy-2',2'-difluorocytidine"
2421,1836,2'-deoxy-5-ethyluridine
2422,2217,2'-deoxy-5-fluorouridine
2423,2647,2'-deoxy-5-iodouridine
2424,4923,2'-deoxy-l-thymidine
2425,3901,2'-deoxycoformycin
2426,2284,2'-hydroxy-5'-(1-hydroxy-2-((p-methoxy-α-methylphenethyl)amino)ethyl)formanilide
2427,2284,2'-hydroxy-5'-{1-hydroxy-2-[(p-methoxy-α-methylphenethyl)amino]ethyl}formanilide
2428,3933,"2'-hydroxy-5,9-dimethyl-2-phenethyl-6,7-benzomorphan hydrobromide"
2429,2708,2'-inosine-5'-monophosphate
2430,692,2(10)-pinene
2431,1886,"2(1h)-pyrimidinone, 4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-,(2r-cis)-"
2432,2678,"2(1h)-quinolinone, 5-((1r)-2-((5,6-diethyl-2,3-dihydro-1h-inden-2-yl)amino)-1-hydroxyethyl)-8-hydroxy-, (2z)-2-butenedioate (1:1)"
2433,443,"2(1h)-quinolinone, 7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butoxy)-3,4-dihydro-"
2434,876,2(3)-tert-butyl-4-hydroxyanisole
2435,4001,"2(3h)-furanone, 3-ethyldihydro-4-((1-methyl-1h-imidazol-5-yl)methyl)-, (3s-cis)-"
2436,2485,2(3h)-imino-9-β-d-ribofuranosyl-9h-purin-6(1h)-one
2437,4464,"2(h)-indol-2-one, 4-(2-(dipropylamino)ethyl)-1,3-dihydro-, monohydrochloride"
2438,751,"2, 2-bis(4-hydroxyphenyl)propane"
2439,5087,"2,1,3-benzothiadiazol-4-amine, 5-chloro-n-(4,5-dihydro-1h-imidazol-2-yl)-, monohydrochloride"
2440,1832,"2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetate"
2441,2336,"2,2',2''-(benzene-1,2,3-triyltri(oxy))tris(n,n-diethylethylamine)"
2442,5176,"2,2',2''-nitrilotris(ethanol)"
2443,2533,"2,2',3,3',5,5'-hexachloro-6,6'-dihydroxydiphenylmethane"
2444,735,"2,2'-(1,4-phenylene)bis(1h-benzimidazole-4,6-disulfonic acid)"
2445,4795,"2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(n,n,n-trimethylethanaminium)"
2446,33,"2,2'-benzothiazyl disulfide"
2447,33,"2,2'-bis(benzothiazolyl) disulfide"
2448,33,"2,2'-dibenzothiazyl disulfide"
2449,3178,"2,2'-dichloro-n-methyldiethylamine"
2450,2533,"2,2'-dihydroxy-3,3',5,5',6,6'-hexachlorodiphenylmethane"
2451,2533,"2,2'-dihydroxy-3,5,6,3',5',6'-hexachlorodiphenylmethane"
2452,1716,"2,2'-dihydroxy-4-methoxybenzophenone"
2453,1476,"2,2'-dithiobis(ethylamine)"
2454,1731,"2,2'-dithiobis(pyridine 1,1'-dioxide)"
2455,2533,"2,2'-methanediylbis(3,4,6-trichlorophenol)"
2456,2533,"2,2'-methylenebis(3,4,6-trichlorophenol)"
2457,1630,"2,2'-methylenebis(4-chlorophenol)"
2458,5165,"2,2,2-trichloro-1,1-ethanediol"
2459,5165,"2,2,2-trichloroacetaldehyde"
2460,5172,"2,2,2-trichloroethanol dihydrogen phosphate"
2461,2503,"2,2,2-trifluoro-1-chloro-1-bromoethane"
2462,34,"2,2-bis(4'-glycidyloxyphenyl)propane"
2463,751,"2,2-bis(4'-hydroxyphenyl)propane"
2464,751,"2,2-bis(4-hydroxyphenyl)propane"
2465,751,"2,2-bis(p-hydroxyphenyl)propane"
2466,751,"2,2-di(4-hydroxyphenyl)propane"
2467,751,"2,2-di(4-phenylol)propane"
2468,1691,"2,2-dichlor-4'-hydroxy-n-methylacetanilid"
2469,3298,"2,2-dichloro-1,1-difluoro-1-methoxyethane"
2470,2211,"2,2-dichloro-n-[(alpha s,beta-alpha r)-(fluoromethyl)-beta-hydroxy-4-methanesulfonylphenethyl]acetamide"
2471,1691,"2,2-dichloroacetamido-4-n-methylphenyl 2-furoate"
2472,2356,"2,2-dimethyl-5-(2,5-dimethylphenoxy)valeriansäure"
2473,2356,"2,2-dimethyl-5-(2,5-xylyloxy)valeriansäure"
2474,2356,"2,2-dimethyl-5-(2,5-xylyloxy)valeric acid"
2475,4633,"2,2-dimethylbutyric acid, 8-ester with (4r,6r)-6-(2-((1s,2s,6r,8s,8ar)-1,2,6,7,8,8a-hexahydro-8-hydroxy-2,6-dimethyl-1-naphthyl)ethyl)tetrahydro-4-hydroxy-2h-pyran-2-one"
2476,21,"2,2-dimethylvinyl chloride"
2477,1723,"2,2-diphenyl-4-(4-carbethoxy-4-phenylpiperidino)butyronitrile"
2478,5229,"2,3,13a,14,15,16,25,25a-octahydro-9,19-dihydroxy-18,29-dimethoxy-1,14,14-trimethyl-, chloride, hydrochloride,(13ar,25as)-"
2479,249,"2,3,4,5-tetrahydro-5-methyl-2-((5-methyl-1h-imidazol-4-yl)methyl)-1h-pyrido(4,3-b)indol-1-one"
2480,249,"2,3,4,5-tetrahydro-5-methyl-2-((5-methylimidazol-4-yl)methyl)-1h-pyrido(4,3-b)indol-1-one monohydrochloride"
2481,517,"2,3,4,6-tetra-o-acetyl-1-thio-beta-d-glucopyranosato-s (triethylphosphine)gold"
2482,3940,"2,3,4,9-tetrahydro-2-methyl-9-phenyl-1h-indeno(2,1-c)pyridine"
2483,3940,"2,3,4,9-tetrahydro-2-methyl-9-phenyl-1h-indeno(2,1-c)pyridine tartrate"
2484,1869,"2,3,7,8-tetrahydroxy[1]benzopyrano[5,4,3-cde][1]-benzopyran-5,10-dione"
2485,1869,"2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione"
2486,590,"2,3-benzophenanthrene"
2487,590,"2,3-benzphenanthrene"
2488,5217,"2,3-dibromo-1-propanol phosphate(3:1)"
2489,36,"2,3-dichloro-5,6-dicyanoquinone"
2490,1961,"2,3-didehydro-d-erythro-hexono-1,4-lactone"
2491,1639,"2,3-dideoxyinosine"
2492,1672,"2,3-dihydro-1,4-phthalazinedione dihydrazone"
2493,3374,"2,3-dihydro-3-hydroxy-2-imino-6-(1-piperidinyl)-4-pyrimidinamine"
2494,4499,"2,3-dihydro-3-oxobenzisosulfonazole"
2495,4933,"2,3-dihydro-5,10,15,20-tetra(m-hydroxyphenyl)porphyrin"
2496,2528,"2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4h-1-benzopyran-4-one"
2497,3586,"2,3-dihydro-7-nitro-5-phenyl-1h-1,4-benzodiazepin-2-one"
2498,2423,"2,3-dihydroxypropyl decanoate"
2499,2427,"2,3-dihydroxypropyl docosanoate"
2500,3415,"2,3-dihydroxypropyl octanoate"
2501,37,"2,3-dimercapto-1-propane sulfonate"
2502,1694,"2,3-dimercapto-1-propanol"
2503,1695,"2,3-dimercaptobutanedioic acid"
2504,1694,"2,3-dimercaptol-1-propanol"
2505,37,"2,3-dimercaptopropan-1-sulfonsaeure"
2506,5260,"2,3-dimercaptopropane-1-sulfonate sodium"
2507,37,"2,3-dimercaptopropanesulfonic acid"
2508,1694,"2,3-dimercaptopropanol"
2509,1695,"2,3-dimercaptosuccinic acid"
2510,2644,"2,3-dimethoxy-5-methyl-6-(10'-hydroxydecyl)-1,4-benzoquinone"
2511,831,"2,3-dimethoxystrychnidin-10-onesulfate heptahydrate"
2512,409,"2,3-dimethyl-1-phenyl-5-pyrazolone"
2513,330,"2,3-dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone"
2514,1694,"2,3-dithiopropanol"
2515,1694,"2,3-mercaptopropan-1-ol"
2516,1694,"2,3-mercaptopropanol"
2517,5116,"2,3:4,5-bis-o-(1-methylethylidene)-β-d-fructopyranose sulfamate"
2518,5116,"2,3:4,5-di-o-isopropylidene-β-d-fructopyranose sulfamate"
2519,5173,"2,4,4'-trichloro-2'-hydroxydiphenyl ether"
2520,3291,"2,4,6(1h,3h,5h)-pyrimidinetrione, 1-methyl-5-(1-methyl-2-pentynyl)-5-(2-propenyl)-, (+-)-"
2521,858,"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-(2-methylpropyl)-5-(2-propenyl)-"
2522,3898,"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-(1-methylbutyl), monosodium salt"
2523,1779,"2,4,6,7,8,9-hexahydro-4-((2-methylphenyl)methyl)-7-phenylmethyl)imidazo)(1,2-a)pyrido(3,4-e)pyrimidin-5(1h)-one"
2524,747,"2,4,6-tribromophenol bismuth(3+) salt (3:1)"
2525,1612,"2,4,6-triiodo-3,5-diacetamidobenzoic acid"
2526,272,"2,4,6-tris(dimethylamino)-1,3,5-triazine"
2527,272,"2,4,6-tris(dimethylamino)-s-triazine"
2528,240,"2,4-bis(allylamino)-6-(4-(bis(p-fluorophenyl)methyl)-1-piperazinyl)-s-triazine"
2529,4825,"2,4-diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine"
2530,5197,"2,4-diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine sulfate (2:1)"
2531,811,"2,4-diamino-5-(4-bromo-3,5-dimethoxybenzyl)pyrimidine"
2532,889,"2,4-diamino-5-(4-chlorophenyl)-6-ethylpyrimidine"
2533,889,"2,4-diamino-5-(p-chlorophenyl)-6-ethylpyrimidine"
2534,889,"2,4-diamino-5-chlorophenyl-6-ethylpyrimidine"
2535,3374,"2,4-diamino-6-piperidinopyrimidine 3-oxide"
2536,1629,"2,4-dichlorobenzenemethanol"
2537,1629,"2,4-dichlorobenzyl alcohol"
2538,4785,"2,4-diguanidino-3,5,6-trihydroxycyclohexyl 5-deoxy-2-o-(2-deoxy-2-methylamino-alpha-l-glucopyranosyl)-3-c-formyl-beta-l-lyxopentanofuranoside"
2539,1830,"2,4-dihydro-5-methyl-2-phenyl-3h-pyrazol-3-one"
2540,4816,"2,4-dimethoxy-6-sulfanilamido-1,3-diazine"
2541,741,"2,4-dioxa-1,5-dibismapentane, 1,3,5-trioxo-"
2542,3329,"2,4-dioxo-3,3-diethyl-5-methylpiperidine"
2543,2297,"2,4-imidazolidinedione, 5,5-diphenyl-3-((phosphonooxy)methyl)-, disodium salt"
2544,3227,"2,4-imidazolidinedione, 5-ethyl-3-methyl-5-phenyl-"
2545,5194,"2,4-oxazolidinedione, 3,5,5-trimethyl-"
2546,1111,"2,4-pyrimidinediamine, 5-chloro-n4-(2-((1-methylethyl)sulfonyl)phenyl)-n2-(5-methyl-2-(1-methylethoxy)-4-(4-piperidinyl)phenyl)-"
2547,3374,"2,4-pyrimidinediamine, 6-(1-piperidinyl)-, 3-oxide"
2548,261,"2,5,7,8-tetramethyl-(2r-(4r,8r,12-trimethyltridecyl) chroman-6-yloxy) acetic acid"
2549,659,"2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate"
2550,227,"2,5-dioxo-4-imidazolidinyl-urea"
2551,5268,"2,6,8-trihydroxypurine"
2552,5268,"2,6,8-trioxopurine"
2553,5268,"2,6,8-trioxypurine"
2554,4246,"2,6-bis(1-methylethyl)phenol"
2555,3934,"2,6-diamino-3-(phenylazo)pyridine"
2556,3934,"2,6-diamino-3-phenylazopyridine"
2557,311,"2,6-diaminopurine"
2558,1302,"2,6-dichloro-n-2-imidazolidinylidenebenzenamine"
2559,4246,"2,6-diisopropylphenol"
2560,4816,"2,6-dimethoxy-4-(p-aminobenzenesulfonamido)pyrimidine"
2561,4816,"2,6-dimethoxy-4-sulfanilamidopyrimidine"
2562,3571,"2,6-dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-β-methoxyethyl ester 5-isopropyl ester"
2563,4981,"2,6-dioxo-3-phthalimidopiperidine"
2564,3933,"2,6-methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-6,11-dimethyl-3-(2-phenylethyl)-"
2565,3893,"2,6-methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-6,11-dimethyl-3-(3-methyl-2-butenyl)-, hydrochloride, (2r,6r,11r)-rel-"
2566,2367,"2,6-octadien-1-ol, 3,7-dimethyl-, (e)-"
2567,2367,"2,6-octadien-1-ol, 3,7-dimethyl-, trans-"
2568,5317,"2,6-piperidinedione, 3-(1,3-dihydro-1-oxo-5-(4-((1-(4-((1r,2s)-1,2,3,4-tetrahydro-6-hydroxy-2-phenyl-1-naphthalenyl)phenyl)-4-piperidinyl)methyl)-1-piperazinyl)-2h-isoindol-2-yl)-, (3s)-"
2569,1335,"2,7,10,12-tetraazatridecanoic acid, 12-methyl-13-(2-(1-methylethyl)-4-thiazolyl)-9-(2-(4-morpholinyl)ethyl)-8,11-dioxo-3,6-bis(phenylmethyl)-, 5-thiazolylmethyl ester, (3r,6r,9s)-"
2570,4422,"2,7-(epoxypentadeca(1,11,13)trienimino)naphtho(2,1-b)furan-1,11(2h)-dione, 5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-, 21-acetate, sodium salt"
2571,3239,"2,7-dibromo-4-hydroxymercurifluoresceine disodium salt"
2572,4220,"2,8-diaminoacridine"
2573,2174,2-((1r)-3-(diisopropylamino)-1-phenylpropyl)-4-(hydroxymethyl)phenyl isobutyrate
2574,5256,"2-((1s)-1-(4-amino-3-(3-fluoro-4-(1-methylethoxy)phenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)ethyl)-6-fluoro-3-(3-fluorophenyl)-4h-1-benzopyran-4-one"
2575,3194,"2-((2,3-dimethylphenyl)amino)benzoic acid"
2576,1634,"2-((2,6-dichlorophenyl)amino)-benzeneacetic acid, monopotassium salt"
2577,1634,"2-((2,6-dichlorophenyl)amino)benzeneacetic acid"
2578,1302,"2-((2,6-dichlorophenyl)imino)imidazolidine"
2579,5332,2-((2-ethoxyphenoxy)methyl)morpholine
2580,2236,2-((2-methyl-3-(trifluoromethyl)phenyl)amino)-3-pyridinecarboxylic acid
2581,5105,2-((3-chloro-2-methylphenyl)amino)benzoic acid
2582,2600,2-((4-((7-chloro-4-quinolyl)amino)pentyl)ethylamino)ethanol
2583,2961,2-((4s)-8-fluoro-2-(4-(3-methoxyphenyl)piperazin-1-yl)-3-(2-methoxy-5-(trifluoromethyl)phenyl)-4h-quinazolin-4-yl)acetic acid
2584,5129,"2-((5,6,7,8-tetrahydro-1-naphthyl)amino)-2-imidazoline"
2585,1175,2-((5-chloro-2-thenyl)(2-(dimethylamino)ethyl)amino)pyridine
2586,5476,"2-((8-chlorodibenzo(b,f)thiepin-10-yl)oxy)-n,n-dimethylethanamine"
2587,988,"2-((aminocarbonyl)oxy)-n,n,n-trimethylethanaminium chloride"
2588,1827,"2-((diethoxyphosphinyl)thio)-n,n,n,-trimethylethanaminium iodide"
2589,3393,2-((diphenylmethyl)sulfinyl)acetamide
2590,399,2-((n-benzylanilino)methyl)-2-imidazoline phosphate(1:1)
2591,819,"2-((p-bromo-alpha-phenylbenzyl)oxy)-n,n-dimethylethylamine hydrochloride"
2592,1173,2-((p-chlorobenzyl)(2-dimethylaminoethyl)amino)pyridine
2593,1591,"2-((r)-((3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl)methyl)sulfinyl)-1h-benzimidazole"
2594,2481,2-(1'-azacyclooctyl)ethylguanidine
2595,54,"2-(1,1-dimethylethyl)-1,4-benzenediol"
2596,4973,"2-(1,2,3,4-tetrahydro-1-naphthyl)-2-imidazoline"
2597,4973,"2-(1,2,3,4-tetrahydro-1-naphthyl)-2-imidazoline hydrochloride"
2598,2687,"2-(1,3-dihydro-3-oxo-5-sulpho-2h-indol-2-ylidene)-3-oxoindoline-5-sulphonic acid"
2599,4991,"2-(1,3-thiazole-4-yl)-1h-benzimidazole"
2600,3044,"2-(1-(2,6-dichlorophenoxy)ethyl)-2-imidazoline"
2601,3044,"2-(1-(2,6-dichlorophenoxy)ethyl)-2-imidazoline monohydrochloride"
2602,3044,"2-(1-(2,6-dichlorophenoxy)ethyl)-4,5-dihydro-1h-imidazole hydrochloride"
2603,1697,2-(1-(2-(2-(dimethylamino)ethyl)inden-3-yl)ethyl)pyridine
2604,1697,2-(1-(2-(2-(dimethylamino)ethyl)inden-3-yl)ethyl)pyridine maleate (1:1)
2605,1737,2-(1-(ammoniocarbonyl)-3-(diisopropylammonio)-1-phenylpropyl)pyridinium phosphate
2606,1188,"2-(1-(p-chlorophenyl)-1-phenylethoxy)-n,n-dimethylethylamine"
2607,3801,"2-(1-azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1h-benz(de)isoquinolin-1-one"
2608,2481,"2-(1-n,n-heptamethyleneimino)ethylguanidine"
2609,3494,2-(1-naphthylmethyl)-2-imidazoline nitrate
2610,2201,2-(1-piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4h-chromene-8-carboxylate
2611,1814,2-(1-piperidyl)ethyl p-butoxyphenyl ketone
2612,2644,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methyl-1,4-benzoquinone"
2613,2644,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methyl-p-benzoquinone"
2614,2644,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
2615,4232,2-(2'-hydroxy-3'-propylaminopropoxy)-ω-phenylpropiophenone
2616,999,2-(2(diethylamino)ethoxy)ethyl 1-phenyl-cyclopentanecarboxylate citrate (1:1)
2617,2103,"2-(2-(2-amino-9h-purin-9-yl)ethyl)-1,3-propanediol diacetate"
2618,2103,"2-(2-(2-amino-9h-purin-9-yl)ethyl)-1,3-propanediol diacetate (ester)"
2619,2615,"2-(2-(4-(p-chloro-alpha-phenylbenzyl)-1-piperazinyl)ethoxy)ethanol 4,4'-methylenebis(3-hydroxy-2-naphthoate) (1:1)"
2620,3544,2-(2-(benzylcarbamoyl)ethyl)hydrazide isonicotinic acid
2621,3544,2-(2-(benzylcarbamyl)ethyl)hydrazide isonicotinic acid
2622,4459,2-(2-bromo-6-fluoroanilino)-2-imidazoline hydrochloride
2623,2858,2-(2-chloro-phenyl)-2-methylamino-cyclohexanone
2624,3739,2-(2-diethylaminoethoxy)ethyl 2-ethyl-2-phenylbutyrate
2625,1698,2-(2-dimethylaminoethoxy)ethyl phenothiazine-10-carboxylate
2626,2259,2-(2-fluorobiphenyl-4-yl)propanoic acid
2627,3340,2-(2-methyl-5-nitroimidazol-1-yl)ethyl benzoate
2628,4018,"2-(2-piperidinoethoxy)ethyl pyrido(3,2-b)(1,4)benzothiazine-10-carboxylate, hydrochloride"
2629,2978,2-(2-{4-[(r)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid
2630,4313,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one"
2631,2193,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-4h-1-benzopyran-4-one"
2632,2613,"2-(3,4-dihydroxyphenyl)ethanol"
2633,1773,"2-(3,4-dihydroxyphenyl)ethylamine"
2634,4872,"2-(3,5-dichlorophenyl)benzoxazole-6-carboxylic acid"
2635,3997,2-(3-(1-carboxy-5-((6-(18f)fluoro-pyridine-3-carbonyl)-amino)-pentyl)-ureido)-pentanedioic acid
2636,620,2-(3-(4-(1h-indazol-5-ylamino)quinazolin-2-yl)phenoxy)-n-(propan-2-yl)acetamide methanesulfonate (1:1)
2637,5141,"2-(3-(4-(3-chlorophenyl)piperazin-1-y)propyl)-1,2,4-triazolo(4,3-a)pyridine-3(2h)-one hydrochloride"
2638,5141,"2-(3-[4-(3-chlorophenyl)-1-piperazinyl]propyl)[1,2,4]triazolo[4,3-a]pyridin-3(2h)-one"
2639,2862,2-(3-benzoylphenyl)propionic acid
2640,2111,2-(3-cyano-4-(2-methylpropoxy)phenyl)-4-methylthiazole-5-carboxylic acid
2641,2111,"2-(3-cyano-4-isobutoxyphenyl)-4-methyl- 1,3-thiazole-5-carboxylic acid"
2642,2130,2-(3-phenoxyphenyl)propionic acid
2643,3997,2-(3-{1-carboxy-5-[(6-[(18)f]fluoro-pyridine-3-carbonyl)-amino]-pentyl}-ureido)-pentanedioic acid
2644,1298,"2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-n,n-diethylethanamine"
2645,4185,"2-(4-(2-furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline"
2646,4854,2-(4-(2-thenoyl)phenyl)propionsäure
2647,2251,2-(4-(3-[2-(trifluoromethyl)-10h-phenothiazin-10-yl]propyl)-1-piperazinyl)ethanol
2648,3722,"2-(4-(4-chloro-1,2-diphenyl-but-1-enyl)phenoxy)ethanol"
2649,2128,2-(4-(4-chlorobenzoyl)phenoxy)-2-methylpropanoic acid 1-methylethyl ester
