row_id,interventions_id,clinical_trial_id,name,other_name,source_id
1,3889277,NCT03281187,Nasotestt 5 mg,Test Group,6
2,3889278,NCT03281187,Androgel 50 mg,Active Comparator Group,6
3,3889297,NCT01026987,G-CSF,Neupogen,6
4,3889298,NCT01026987,AMD3100,Mozobil,6
5,3889298,NCT01026987,AMD3100,Plerixafor,6
6,3889322,NCT02654587,Docetaxel,Taxotere,6
7,3889323,NCT02654587,Pemetrexed,Alimta,6
8,3889390,NCT04451187,Seltorexant Dose 1,JNJ-42847922,6
9,3889391,NCT04451187,Seltorexant Dose 2,JNJ-42847922,6
10,3889435,NCT06440187,Gemcitabine+ nivolumab,Experimental group,6
11,3889476,NCT02807779,Dexamethasone infusion,microinfusion catheter,6
12,3889479,NCT00666887,Minocycline,MINOCIN,6
13,3889479,NCT00666887,Minocycline,Minocycline Hydrochloride,6
14,3889487,NCT04039087,Sildenafil 40mg oral capsule,"sildenafil, revatio",6
15,3889488,NCT04039087,Placebo Oral capsule,placebo,6
16,3889498,NCT00673387,pramlintide acetate,Smylin,6
17,3889500,NCT00673387,placebo-P,Placebo matched to pramlintide,6
18,3889501,NCT00673387,placebo-M,Placebo matched to Metreleptin,6
19,3889510,NCT03139487,Rivaroxaban,Xarelto,6
20,3889511,NCT03139487,Dalteparin,Fragmin,6
21,3889512,NCT03139487,apixaban,eliquis,6
22,3889516,NCT01931787,"6,8-bis(benzylthio)octanoic acid",CPI-613,6
23,3889516,NCT01931787,"6,8-bis(benzylthio)octanoic acid",alpha-lipoic acid analogue CPI-613,6
24,3889543,NCT05176379,Fluconazole 150 mg,placebo,6
25,3889553,NCT00589979,Lidoderm (Lidocaine 5% Patch),Lidoderm,6
26,3889554,NCT00589979,Placebo Patch,Placebo,6
27,3889575,NCT04791228,Lyso-thermosensitive Liposomal Doxorubicin,LTLD,6
28,3889575,NCT04791228,Lyso-thermosensitive Liposomal Doxorubicin,ThermoDox,6
29,3889630,NCT01392287,Memantine,Namenda (NDA # 021487),6
30,3889631,NCT00896987,lamotrigine (Lamictal),lamictal,6
31,3889632,NCT00896987,Carbamazepine (Tegretol),Tegretol,6
32,3889635,NCT01887587,MLN9708,Ixazomib,6
33,3889636,NCT01887587,Vincristine,Oncovin,6
34,3889637,NCT01887587,Doxorubicin,Doxil,6
35,3889637,NCT01887587,Doxorubicin,hydroxydaunorubicin,6
36,3889638,NCT01887587,Dexamethasone,Baycadron,6
37,3889638,NCT01887587,Dexamethasone,Decadron,6
38,3889638,NCT01887587,Dexamethasone,Dexasone,6
39,3889638,NCT01887587,Dexamethasone,Solurex,6
40,3889648,NCT01738087,NEXThaler 100/6 mcg DPI,Fixed combination of BDP plus formoterol fumarate,6
41,3889649,NCT01738087,Flixotide Accuhaler 500 mcg,Fluticasone Propionate,6
42,3889650,NCT01738087,NEXThaler 200/6 mcg DPI,Fixed combination of BDP plus formoterol fumarate,6
43,3889655,NCT05201079,Dificlir,Fidaxomicin,6
44,3889662,NCT04670679,Cetuximab,Erbitux,6
45,3889663,NCT04670679,Pembrolizumab,Keytruda,6
46,3889665,NCT04983979,Sodium Zirconium Cyclosilicate,Lokelma,6
47,3889685,NCT00398879,Perifosine,D-21266,6
48,3889685,NCT00398879,Perifosine,KRX-0401,6
49,3889695,NCT01467479,Telaprevir,VX-950,6
50,3889696,NCT01467479,Ribavirin,Copegus®,6
51,3889696,NCT01467479,Ribavirin,RBV,6
52,3889699,NCT05084079,CSII with formula-based initial insulin regimen,Formula-based regimen,6
53,3889700,NCT05084079,CSII with weight-based initial insulin regimen,Weight-based regimen,6
54,3889720,NCT03202979,Trazodone 20 mg,Trittico®,6
55,3889721,NCT03202979,Trazodone 10 mg,Trittico®,6
56,3889730,NCT02738879,Sitagliptin,Januvia®,6
57,3889734,NCT02738879,Insulin glargine,LANTUS®),6
58,3889736,NCT03387579,"Intralipid, 20% Intravenous Emulsion",Intralipid 20% Reduction,6
59,3889737,NCT03387579,"Intralipid, 20% Intravenous Emulsion",Intralipid 20% Historic,6
60,3889747,NCT03730779,Hyperoxia,Nocturnal normobaric hyperoxia,6
61,3889751,NCT06143579,FOLFOX-HAIC+Lenvatinib+Envolizumab,KN035,6
62,3889767,NCT04374279,Bicalutamide 150 Mg Oral Tablet,Casodex,6
63,3889774,NCT01735279,Omega 3,fish oil,6
64,3889774,NCT01735279,Omega 3,omega 3 fatty acid,6
65,3889775,NCT01735279,Placebo,mineral oil,6
66,3889818,NCT01687179,Sirolimus and Hydroxychloroquine 200 mg,"sirolimus(rapamune), hydroxychloroquine (plaquenil)",6
67,3889819,NCT01687179,Sirolimus and Hydroxychloroquine 400 mg,"Sirolimus (Rapamune), Hydroxychloroquine (plaquenil)",6
68,3889832,NCT01987479,Tocilizumab,"RoActemra, Actemra",6
69,3889837,NCT01523379,Parecoxib,Dynastat,6
70,3889838,NCT01523379,Placebo,sodium chlorid,6
71,3889890,NCT03725579,mepivicane hydrochloride,mepivicane,6
72,3889891,NCT03725579,articane hydrochloride,articane,6
73,3889892,NCT02081079,LDV/SOF,GS-5885/GS-7977,6
74,3889892,NCT02081079,LDV/SOF,Harvoni®,6
75,3889901,NCT05702879,TNF Inhibitor,"infliximab, adalimumab, etanercept, golimumab, and certolizumab.",6
76,3889902,NCT05702879,Steroids,Prednisolon,6
77,3889912,NCT00467779,cobimetinib,GDC-0973/XL518,6
78,3889926,NCT00359879,exenatide,Byetta,6
79,3889927,NCT00359879,exenatide,Byetta,6
80,3889934,NCT00896779,ranibizumab,Lucentis,6
81,3889936,NCT03340779,Norepinephrine,Dobutamine,6
82,3889980,NCT00095979,ixabepilone,BMS-247550,6
83,3889980,NCT00095979,ixabepilone,Ixempra,6
84,3889980,NCT00095979,ixabepilone,epothilone B lactam,6
85,3890008,NCT01151579,Levalbuterol,Xopenex,6
86,3890008,NCT01151579,Levalbuterol,ipratropium,6
87,3890009,NCT01151579,Albuterol,Salbutamol,6
88,3890017,NCT02263079,Pegylated Interferon Alfa-2A,"Pegasys, Peg-IFN-Alfa-2A",6
89,3890018,NCT03369379,D3 Vitamin,D3,6
90,3890020,NCT01615055,Fluoxetine,Prozac,6
91,3890026,NCT05202379,CC-42344,Active,6
92,3890033,NCT02400879,Remifentanil,"ultiva, GSK",6
93,3890034,NCT02400879,sevoflurane and sufentanil,sevorane and sufental,6
94,3890043,NCT01475279,Warfarin; Dantonic,coumadin,6
95,3890049,NCT06038279,Placebo,Placebo for INI-2004,6
96,3890054,NCT00903279,Altabax (retapamulin),Retapamulin,6
97,3890055,NCT05097079,MYOBLOC Low Dose,rimabotulinumtoxinB,6
98,3890056,NCT05097079,MYOBLOC High Dose,rimabotulinumtoxinB,6
99,3890057,NCT05097079,Placebo,PBO,6
100,3890058,NCT00749879,Proellex,Telapristone acetate,6
101,3890071,NCT03065179,Nivolumab/Ipilimumab,Opdivo,6
102,3890071,NCT03065179,Nivolumab/Ipilimumab,Yervoy,6
103,3890085,NCT03093155,Ixabepilone,Ixempra,6
104,3890086,NCT03093155,Bevacizumab,Avastin,6
105,3890094,NCT03063879,Sofosbuvir 400 mg and daclatasvir 60 mg,Sovodak,6
106,3890105,NCT00123955,Spironolactone,Aldactone,6
107,3890120,NCT03879655,VTS-270,2-hydroxypropyl-β-cyclodextrin,6
108,3890120,NCT03879655,VTS-270,Adrabetadex,6
109,3890120,NCT03879655,VTS-270,Cyclodextrin,6
110,3890130,NCT01605279,Dobutamine,DB,6
111,3890131,NCT01605279,Placebo,PL,6
112,3890145,NCT04650555,BIO 300 Oral Powder,BIO 300,6
113,3890145,NCT04650555,BIO 300 Oral Powder,Genistein,6
114,3890149,NCT03754179,Dabrafenib,DAB,6
115,3890149,NCT03754179,Dabrafenib,Tafinlar,6
116,3890150,NCT03754179,Trametinib,Mekinist,6
117,3890150,NCT03754179,Trametinib,TRA,6
118,3890151,NCT03754179,Hydroxychloroquine,HCQ,6
119,3890151,NCT03754179,Hydroxychloroquine,Plaquenil,6
120,3890152,NCT00549055,Macugen,Pegaptanib sodium,6
121,3890168,NCT00863655,Everolimus,RAD001,6
122,3890174,NCT00671879,Carisoprodol SR 700 mg,no other name,6
123,3890175,NCT00671879,Carisoprodol SR 500 mg,no other name,6
124,3890176,NCT00671879,Placebo,no other name,6
125,3890178,NCT02730455,natalizumab,BG00002,6
126,3890194,NCT02818855,Collagen Matrix,Mucograft,6
127,3890200,NCT00628355,lidocaine,Lidocaine injection,6
128,3890206,NCT00003479,Antineoplaston therapy (Atengenal + Astugenal),A10 (Atengenal); AS2-1 (Astugenal),6
129,3890223,NCT04925479,Asciminib Pediatric formulation group,ABL001,6
130,3890224,NCT04925479,Asciminib Adult formulation group,ABL001,6
131,3890232,NCT01737879,Peginesatide,Omontys,6
132,3890233,NCT01737879,Epoetin alfa,Epogen,6
133,3890238,NCT01810887,Darunavir,JNS011,6
134,3890239,NCT01810887,Ritonavir,Ritonavir will be administered orally twice daily as 100 mg capsule from Day 1-5.,6
135,3890240,NCT03235479,Rimegepant,BHV-3000,6
136,3890274,NCT06378879,Propofol 100 MG in 10 ML Injection,Diprivan (100mg/10ml),6
137,3890292,NCT05644379,Cadonilimab Injection,AK104,6
138,3890299,NCT03569579,Memantine Tab. 10mg,Ebixa Tab. 10mg,6
139,3890300,NCT03569579,Memantine Tab. 10mg + Donepezil Tab. 10mg,Ebixa Tab. 10mg + Aricept Tab. 10mg,6
140,3890305,NCT03941587,Aflibercept + reduced fluence photodynamic therapy (RF-PDT),Eylea,6
141,3890305,NCT03941587,Aflibercept + reduced fluence photodynamic therapy (RF-PDT),Visudyne,6
142,3890306,NCT03941587,Aflibercept + sham reduced fluence photodynamic therapy (RF-PDT),Eylea,6
143,3890311,NCT03077555,Zoely,estradiol hemihydrate combined pills,6
144,3890312,NCT03077555,Meliane ED,ethinyl estradiol combined pills,6
145,3890317,NCT04751955,Olinvacimab added to Capecitabine,Capecitabine,6
146,3890323,NCT00418379,300 IR (4M),Sublingual immunotherapy tablet,6
147,3890324,NCT00418379,300 IR (2M),Sublingual immunotherapy tablet,6
148,3890325,NCT00418379,Placebo,Sublingual placebo tablet,6
149,3890337,NCT01449279,Ipilimumab,MDX-101,6
150,3890337,NCT01449279,Ipilimumab,Yervoy,6
151,3890346,NCT02724579,Cisplatin,Abiplatin,6
152,3890346,NCT02724579,Cisplatin,Blastolem,6
153,3890346,NCT02724579,Cisplatin,Briplatin,6
154,3890346,NCT02724579,Cisplatin,CDDP,6
155,3890346,NCT02724579,Cisplatin,Cis-diammine-dichloroplatinum,6
156,3890346,NCT02724579,Cisplatin,Cis-diamminedichloridoplatinum,6
157,3890346,NCT02724579,Cisplatin,Cis-diamminedichloro Platinum (II),6
158,3890346,NCT02724579,Cisplatin,Cis-diamminedichloroplatinum,6
159,3890346,NCT02724579,Cisplatin,Cis-dichloroammine Platinum (II),6
160,3890346,NCT02724579,Cisplatin,Cis-platinous Diamine Dichloride,6
161,3890346,NCT02724579,Cisplatin,Cis-platinum,6
162,3890346,NCT02724579,Cisplatin,Cis-platinum II,6
163,3890346,NCT02724579,Cisplatin,Cis-platinum II Diamine Dichloride,6
164,3890346,NCT02724579,Cisplatin,Cismaplat,6
165,3890346,NCT02724579,Cisplatin,Cisplatina,6
166,3890346,NCT02724579,Cisplatin,Cisplatinum,6
167,3890346,NCT02724579,Cisplatin,Cisplatyl,6
168,3890346,NCT02724579,Cisplatin,Citoplatino,6
169,3890346,NCT02724579,Cisplatin,Citosin,6
170,3890346,NCT02724579,Cisplatin,Cysplatyna,6
171,3890346,NCT02724579,Cisplatin,DDP,6
172,3890346,NCT02724579,Cisplatin,Lederplatin,6
173,3890346,NCT02724579,Cisplatin,Metaplatin,6
174,3890346,NCT02724579,Cisplatin,Neoplatin,6
175,3890346,NCT02724579,Cisplatin,Peyrone's Chloride,6
176,3890346,NCT02724579,Cisplatin,Peyrone's Salt,6
177,3890346,NCT02724579,Cisplatin,Placis,6
178,3890346,NCT02724579,Cisplatin,Plastistil,6
179,3890346,NCT02724579,Cisplatin,Platamine,6
180,3890346,NCT02724579,Cisplatin,Platiblastin,6
181,3890346,NCT02724579,Cisplatin,Platiblastin-S,6
182,3890346,NCT02724579,Cisplatin,Platinex,6
183,3890346,NCT02724579,Cisplatin,Platinol,6
184,3890346,NCT02724579,Cisplatin,Platinol- AQ,6
185,3890346,NCT02724579,Cisplatin,Platinol-AQ,6
186,3890346,NCT02724579,Cisplatin,Platinol-AQ VHA Plus,6
187,3890346,NCT02724579,Cisplatin,Platinoxan,6
188,3890346,NCT02724579,Cisplatin,Platinum,6
189,3890346,NCT02724579,Cisplatin,Platinum Diamminodichloride,6
190,3890346,NCT02724579,Cisplatin,Platiran,6
191,3890346,NCT02724579,Cisplatin,Platistin,6
192,3890346,NCT02724579,Cisplatin,Platosin,6
193,3890347,NCT02724579,Cyclophosphamide,(-)-Cyclophosphamide,6
194,3890347,NCT02724579,Cyclophosphamide,"2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate",6
195,3890347,NCT02724579,Cyclophosphamide,Asta B 518,6
196,3890347,NCT02724579,Cyclophosphamide,B-518,6
197,3890347,NCT02724579,Cyclophosphamide,CP monohydrate,6
198,3890347,NCT02724579,Cyclophosphamide,CTX,6
199,3890347,NCT02724579,Cyclophosphamide,CYCLO-cell,6
200,3890347,NCT02724579,Cyclophosphamide,Carloxan,6
201,3890347,NCT02724579,Cyclophosphamide,Ciclofosfamida,6
202,3890347,NCT02724579,Cyclophosphamide,Ciclofosfamide,6
203,3890347,NCT02724579,Cyclophosphamide,Cicloxal,6
204,3890347,NCT02724579,Cyclophosphamide,Clafen,6
205,3890347,NCT02724579,Cyclophosphamide,Claphene,6
206,3890347,NCT02724579,Cyclophosphamide,Cycloblastin,6
207,3890347,NCT02724579,Cyclophosphamide,Cycloblastine,6
208,3890347,NCT02724579,Cyclophosphamide,Cyclophospham,6
209,3890347,NCT02724579,Cyclophosphamide,Cyclophosphamid monohydrate,6
210,3890347,NCT02724579,Cyclophosphamide,Cyclophosphamide Monohydrate,6
211,3890347,NCT02724579,Cyclophosphamide,Cyclophosphamidum,6
212,3890347,NCT02724579,Cyclophosphamide,Cyclophosphan,6
213,3890347,NCT02724579,Cyclophosphamide,Cyclophosphane,6
214,3890347,NCT02724579,Cyclophosphamide,Cyclophosphanum,6
215,3890347,NCT02724579,Cyclophosphamide,Cyclostin,6
216,3890347,NCT02724579,Cyclophosphamide,Cyclostine,6
217,3890347,NCT02724579,Cyclophosphamide,Cytophosphan,6
218,3890347,NCT02724579,Cyclophosphamide,Cytophosphane,6
219,3890347,NCT02724579,Cyclophosphamide,Cytoxan,6
220,3890347,NCT02724579,Cyclophosphamide,Fosfaseron,6
221,3890347,NCT02724579,Cyclophosphamide,Genoxal,6
222,3890347,NCT02724579,Cyclophosphamide,Genuxal,6
223,3890347,NCT02724579,Cyclophosphamide,Ledoxina,6
224,3890347,NCT02724579,Cyclophosphamide,Mitoxan,6
225,3890347,NCT02724579,Cyclophosphamide,Neosar,6
226,3890347,NCT02724579,Cyclophosphamide,Revimmune,6
227,3890347,NCT02724579,Cyclophosphamide,Syklofosfamid,6
228,3890347,NCT02724579,Cyclophosphamide,WR- 138719,6
229,3890347,NCT02724579,Cyclophosphamide,WR-138719,6
230,3890349,NCT02724579,Lomustine,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea,6
231,3890349,NCT02724579,Lomustine,"1-Nitrosourea, 1-(2-chloroethyl)-3-cyclohexyl-",6
232,3890349,NCT02724579,Lomustine,Belustin,6
233,3890349,NCT02724579,Lomustine,Belustine,6
234,3890349,NCT02724579,Lomustine,CCNU,6
235,3890349,NCT02724579,Lomustine,Cecenu,6
236,3890349,NCT02724579,Lomustine,CeeNU,6
237,3890349,NCT02724579,Lomustine,Chloroethylcyclohexylnitrosourea,6
238,3890349,NCT02724579,Lomustine,Citostal,6
239,3890349,NCT02724579,Lomustine,Gleostine,6
240,3890349,NCT02724579,Lomustine,Lomeblastin,6
241,3890349,NCT02724579,Lomustine,Lomustinum,6
242,3890349,NCT02724579,Lomustine,Lucostin,6
243,3890349,NCT02724579,Lomustine,Lucostine,6
244,3890349,NCT02724579,Lomustine,N-(2-Chloroethyl)-N'-cyclohexyl-N-nitrosourea,6
245,3890349,NCT02724579,Lomustine,Prava,6
246,3890349,NCT02724579,Lomustine,RB-1509,6
247,3890349,NCT02724579,Lomustine,WR-139017,6
248,3890352,NCT02724579,Vincristine,LCR,6
249,3890352,NCT02724579,Vincristine,Leurocristine,6
250,3890352,NCT02724579,Vincristine,VCR,6
251,3890352,NCT02724579,Vincristine,Vincrystine,6
252,3890353,NCT02724579,Vincristine Sulfate,Kyocristine,6
253,3890353,NCT02724579,Vincristine Sulfate,Leurocristine Sulfate,6
254,3890353,NCT02724579,Vincristine Sulfate,"Leurocristine, sulfate",6
255,3890353,NCT02724579,Vincristine Sulfate,Oncovin,6
256,3890353,NCT02724579,Vincristine Sulfate,Vincasar,6
257,3890353,NCT02724579,Vincristine Sulfate,Vincosid,6
258,3890353,NCT02724579,Vincristine Sulfate,Vincrex,6
259,3890353,NCT02724579,Vincristine Sulfate,"Vincristine, sulfate",6
260,3890365,NCT00540579,Pomalidomide,CC-4047,6
261,3890366,NCT00540579,Gemcitabine,Gemzar,6
262,3890370,NCT01224028,Tacrolimus,FK506,6
263,3890370,NCT01224028,Tacrolimus,Prograf,6
264,3890380,NCT00796679,paricalcitol,Zemplar,6
265,3890385,NCT02342379,Bevacizumab,Avastin,6
266,3890386,NCT02342379,TH-302,MSC2491899A,6
267,3890392,NCT02268279,solithromycin,CEM-101,6
268,3890394,NCT01255579,Salmeterol Fluticasone,SERETIDE,6
269,3890395,NCT01255579,formoterol - beclometasone,FOSTER,6
270,3890415,NCT02281279,lenalidomide,CC-5013,6
271,3890415,NCT02281279,lenalidomide,IMiD-1,6
272,3890415,NCT02281279,lenalidomide,Revlimid,6
273,3890416,NCT02281279,romidepsin,FK228,6
274,3890416,NCT02281279,romidepsin,FR901228,6
275,3890416,NCT02281279,romidepsin,Istodax,6
276,3890430,NCT01344187,riboflavin solution,VibeX,6
277,3890431,NCT01344187,placebo solution,placebo,6
278,3890437,NCT02493179,Serodase 5 mg,Serratiopeptidase 5 mg tablets,6
279,3890438,NCT02493179,Placebo,Placebo tablets,6
280,3890440,NCT03371979,Pegzilarginase,AEB1102 (Co-ArgI-PEG),6
281,3890441,NCT03371979,Pembrolizumab,Keytruda,6
282,3890441,NCT03371979,Pembrolizumab,MK-3475,6
283,3890449,NCT02760979,Denosumab,Prolia,6
284,3890450,NCT02760979,Placebo,Serum,6
285,3890468,NCT04354987,CKD-391 10/10mg,Test Drug (T),6
286,3890469,NCT04354987,"D090, D337",Reference Drug (R),6
287,3890478,NCT02605187,Morphine (low),Low dose morphine,6
288,3890479,NCT02605187,Morphine (med),Medium dose morphine,6
289,3890480,NCT02605187,Morphine (high),High dose morphine,6
290,3890482,NCT01687387,IPH2102 at 0.1 mg/kg,lirilumab/BMS986015,6
291,3890483,NCT01687387,IPH2102 at 1 mg/kg,lirilumab/BMS986015,6
292,3890484,NCT01687387,Placebo (normal saline solution),normal saline solution,6
293,3890498,NCT02219087,Liposomal bupivacaine,Exparel,6
294,3890500,NCT01715987,Tenofovir Disoproxil Fumarate,Viread,6
295,3890501,NCT01715987,Entecavir,Baraclude,6
296,3890521,NCT00543387,docetaxel,Taxotere,6
297,3890540,NCT02043587,DNR,Cerubidine,6
298,3890540,NCT02043587,DNR,Daunomycin,6
299,3890540,NCT02043587,DNR,Daunorubicin,6
300,3890540,NCT02043587,DNR,Daunorubicin Hydrochloride,6
301,3890540,NCT02043587,DNR,Rubidomycin,6
302,3890541,NCT02043587,VCR,LCR,6
303,3890541,NCT02043587,VCR,Leurocritine,6
304,3890541,NCT02043587,VCR,Oncovin,6
305,3890541,NCT02043587,VCR,PFS,6
306,3890541,NCT02043587,VCR,Vincasar,6
307,3890541,NCT02043587,VCR,Vincrex,6
308,3890541,NCT02043587,VCR,Vincristine,6
309,3890542,NCT02043587,PEG-asp,Oncaspar,6
310,3890542,NCT02043587,PEG-asp,PEG-L-asparaginase,6
311,3890542,NCT02043587,PEG-asp,PEG-asparaginase,6
312,3890542,NCT02043587,PEG-asp,pegasparagase,6
313,3890543,NCT02043587,CTX,CPM,6
314,3890543,NCT02043587,CTX,CYT,6
315,3890543,NCT02043587,CTX,Cyclophosphamide,6
316,3890543,NCT02043587,CTX,Cytoxan,6
317,3890543,NCT02043587,CTX,Endoxan,6
318,3890543,NCT02043587,CTX,Neosar,6
319,3890543,NCT02043587,CTX,Procytox,6
320,3890543,NCT02043587,CTX,Revimmune,6
321,3890543,NCT02043587,CTX,cytophosphane,6
322,3890544,NCT02043587,Prednisone,Deltasone,6
323,3890545,NCT02043587,Liposomal AraC,DepoCyt,6
324,3890545,NCT02043587,Liposomal AraC,Liposomal cytarabine,6
325,3890546,NCT02043587,MTX,Methotrexate,6
326,3890546,NCT02043587,MTX,Rheumatrex,6
327,3890546,NCT02043587,MTX,Trexall,6
328,3890547,NCT02043587,LCV,Leucovorin,6
329,3890548,NCT02043587,AraC,Ara-C,6
330,3890548,NCT02043587,AraC,Arabinosylcytosine,6
331,3890548,NCT02043587,AraC,Cytarabine,6
332,3890548,NCT02043587,AraC,Cytosar-U,6
333,3890549,NCT02043587,Etoposide,Toposar,6
334,3890549,NCT02043587,Etoposide,VP-16,6
335,3890549,NCT02043587,Etoposide,VePesid,6
336,3890550,NCT02043587,Dasatinib,Sprycel,6
337,3890551,NCT02043587,Rituximab,Rituxan,6
338,3890552,NCT02043587,Hydrocortisone,Hydrocortisone sodium succinate,6
339,3890552,NCT02043587,Hydrocortisone,Solu-Cortef,6
340,3890566,NCT05452187,Assess the effectiveness and safety of DAAs in patients with IBD.,Direct-acting antiviral (DAA) to treat hepatitis C virus (HCV) infection in inflammatory bowel disease (IBD) patients.,6
341,3890588,NCT03625687,Clinically prescribed direct acting antiviral (Mavyret or Epclusa) HCV treatment for 8 weeks,DAA treatment,6
342,3890588,NCT03625687,Clinically prescribed direct acting antiviral (Mavyret or Epclusa) HCV treatment for 8 weeks,Epclusa,6
343,3890588,NCT03625687,Clinically prescribed direct acting antiviral (Mavyret or Epclusa) HCV treatment for 8 weeks,Mavyret,6
344,3890603,NCT00831779,Dapagliflozin,BMS-512148,6
345,3890608,NCT06231979,Dexmedetomidine,DEX,6
346,3890609,NCT06231979,Bupivacain,Bup,6
347,3890610,NCT06231979,Normal saline,Normal saline sodium chloride 0.9%,6
348,3890649,NCT01545479,captopril 25mg,BOLD-MRI,6
349,3890650,NCT01328379,Dalfampridine-ER 5mg,"Fampridine, Dalfampridine, Ampyra",6
350,3890651,NCT01328379,Dalfampridine-ER 10mg,"Fampridine, Dalfampridine, Ampyra",6
351,3890672,NCT00391079,Sativex,GW-1000-02,6
352,3890673,NCT00391079,Placebo,GA0034,6
353,3890674,NCT05735379,Deprescribing anticholinergic and sedative mediications,Drug cessation or dose reduction,6
354,3890682,NCT03007979,Palbociclib,Ibrance,6
355,3890683,NCT03007979,Letrozole,Femara,6
356,3890684,NCT03007979,Fulvestrant,Faslodex,6
357,3890686,NCT03007979,Goserelin,Zoladex,6
358,3890691,NCT00977379,Capecitabine,Xeloda,6
359,3890711,NCT02056379,Budesonide,Pulmicort,6
360,3890712,NCT02056379,Dexamethasone,"Decadron, Hexadrol, Maxidex",6
361,3890715,NCT02065479,Prasugrel,Effient,6
362,3890716,NCT02065479,Ticagrelor,Brilinta,6
363,3890718,NCT04640779,Selinexor,ATG-010,6
364,3890718,NCT04640779,Selinexor,CRM1 Nuclear Export Inhibitor KPT-330,6
365,3890718,NCT04640779,Selinexor,KPT-330,6
366,3890718,NCT04640779,Selinexor,SINE KPT-330,6
367,3890718,NCT04640779,Selinexor,Selective Inhibitor of Nuclear Export KPT-330,6
368,3890718,NCT04640779,Selinexor,Xpovio,6
369,3890727,NCT03418779,Immunosuppressants,cyclophosphamide,6
370,3890727,NCT03418779,Immunosuppressants,prednisolone,6
371,3890765,NCT02725255,Albendazole,Albenza,6
372,3890792,NCT04521179,KN026 combination,IO therapy,6
373,3890796,NCT01100879,Ferric carboxymaltose,Ferinject,6
374,3890801,NCT02866955,Estramustine,estramustine phosphate,6
375,3890803,NCT03046979,Apatinib,apatinib mesylate tablets,6
376,3890813,NCT00868179,Pradax,Pradax dabigatran etexilate,6
377,3890819,NCT00322387,G-CSF and plerixafor,AMD3100,6
378,3890819,NCT00322387,G-CSF and plerixafor,Mozobil,6
379,3890850,NCT02040779,Beclomethasone dipropionate breath-actuated inhaler,BDP,6
380,3890852,NCT02040779,albuterol/salbutamol,bronchodilators,6
381,3890857,NCT04230187,mFOLFOXIRI plus Bevacizumab,5-Fluorouracil,6
382,3890857,NCT04230187,mFOLFOXIRI plus Bevacizumab,Bevacizumab,6
383,3890857,NCT04230187,mFOLFOXIRI plus Bevacizumab,Irinotecan,6
384,3890857,NCT04230187,mFOLFOXIRI plus Bevacizumab,Leucovorin,6
385,3890857,NCT04230187,mFOLFOXIRI plus Bevacizumab,Oxaliplatin,6
386,3890858,NCT04230187,mFOLFOX6 Plus Bevacizumab,5-Fluorouracil,6
387,3890858,NCT04230187,mFOLFOX6 Plus Bevacizumab,Bevacizumab,6
388,3890858,NCT04230187,mFOLFOX6 Plus Bevacizumab,Leucovorin,6
389,3890858,NCT04230187,mFOLFOX6 Plus Bevacizumab,Oxaliplatin,6
390,3890867,NCT06209879,SYSTANE™ Hydration Lubricant Eye Drops,0.1% FML,6
391,3890872,NCT00832455,montelukast sodium,Singular,6
392,3890873,NCT00822679,Eszopiclone,Lunesta,6
393,3890876,NCT02048787,Buparlisib,BKM120,6
394,3890877,NCT02199379,Lenvatinib,E7080,6
395,3890881,NCT01623479,bimatoprost 0.03%,Latisse®,6
396,3890888,NCT00889187,Capecitabine,Xeloda,6
397,3890892,NCT04971187,Bintrafusp Alfa,1918149-01-5,6
398,3890892,NCT04971187,Bintrafusp Alfa,Anti-PDL1/TGFb Trap MSB0011359C,6
399,3890892,NCT04971187,Bintrafusp Alfa,M7824,6
400,3890892,NCT04971187,Bintrafusp Alfa,MSB0011359C,6
401,3890893,NCT04971187,Pemetrexed,137281-23-3,6
402,3890893,NCT04971187,Pemetrexed,L-Glutamic Acid,6
403,3890893,NCT04971187,Pemetrexed,MTA,6
404,3890893,NCT04971187,Pemetrexed,Multitargeted Antifolate,6
405,3890893,NCT04971187,Pemetrexed,"N-(4-(2-(2-Amino-4,7-dihydro-4-oxo-1H-pyrrolo(2,3-d)pyrimidin-5-yl)ethyl)benzoyl)",6
406,3890893,NCT04971187,Pemetrexed,Pemfexy,6
407,3890894,NCT04971187,Carboplatin,"(SP-4-2)-diammine[1,1-cyclobutanedicarboxylato(2--)-O,O'']platinum",6
408,3890894,NCT04971187,Carboplatin,1-cyclobutanedicarboxylic acid platinum complex,6
409,3890894,NCT04971187,Carboplatin,41575-94-4,6
410,3890894,NCT04971187,Carboplatin,Blastocarb,6
411,3890894,NCT04971187,Carboplatin,CBDCA,6
412,3890894,NCT04971187,Carboplatin,Carboplat,6
413,3890894,NCT04971187,Carboplatin,Carboplatin Hexal,6
414,3890894,NCT04971187,Carboplatin,Carboplatino,6
415,3890894,NCT04971187,Carboplatin,Carboplatinum,6
416,3890894,NCT04971187,Carboplatin,Carbosin,6
417,3890894,NCT04971187,Carboplatin,Carbosol,6
418,3890894,NCT04971187,Carboplatin,Carbotec,6
419,3890894,NCT04971187,Carboplatin,"Cis-Diammine(cyclobutane-1,1-dicarboxylato)platinum",6
420,3890894,NCT04971187,Carboplatin,Displata,6
