anchor_drug_id,canonical_rxcui,canonical_drug_name,canonical_tty
1459,2362166,cyclohexanone,IN
1460,1307080,cyclomethicone,IN
1461,1305744,cyclomethicone 5,IN
1462,21990,cyclomethycaine,IN
1463,59094,cyclopentamine,IN
1464,3000,cyclopenthiazide,IN
1465,3001,cyclopentolate,IN
1466,690312,cyclopentolate / phenylephrine,MIN
1467,3002,cyclophosphamide,IN
1468,3007,cycloserine,IN
1469,3008,cyclosporine,IN
1470,22033,cyclothiazide,IN
1471,22037,cycrimine,IN
1472,2590266,cypermethrin,IN
1473,22051,cyprodenate,IN
1474,3013,cyproheptadine,IN
1475,3014,cyproterone,IN
1476,1426401,cystamine,IN
1477,3022,cysteamine,IN
1478,3024,cysteine,IN
1479,3036,cystine,IN
1480,3041,cytarabine,IN
1481,2017575,cytarabine / daunorubicin,MIN
1482,1723152,cytisine,IN
1483,22178,cytomegalovirus immune globulin,IN
1484,1310707,d&c red no. 28,IN
1485,314583,d-biotin,IN
1486,1428878,d-glutamic acid,IN
1487,1546356,dabigatran,IN
1488,1037042,dabigatran etexilate,IN
1489,1424911,dabrafenib,IN
1490,3098,dacarbazine,IN
1491,1606218,daclatasvir,IN
1492,190353,daclizumab,IN
1493,2058849,dacomitinib,IN
1494,3100,dactinomycin,IN
1495,1539239,dalbavancin,IN
1496,897018,dalfampridine,IN
1497,229369,dalfopristin,IN
1498,1432293,dalotuzumab,IN
1499,67109,dalteparin,IN
1500,236802,damiana extract,IN
1501,2055655,damoctocog alfa pegol,IN
1502,78484,danaparoid,IN
1503,3102,danazol,IN
1504,852079,dandelion pollen extract,IN
1505,2678952,danicopan,IN
1506,1358488,danofloxacin,IN
1507,22293,danthron,IN
1508,3105,dantrolene,IN
1509,1488564,dapagliflozin,IN
1510,22298,dapiprazole,IN
1511,2628210,daprodustat,IN
1512,3108,dapsone,IN
1513,22299,daptomycin,IN
1514,1721947,daratumumab,IN
1515,2372199,daratumumab / hyaluronidase,MIN
1516,283838,darbepoetin alfa,IN
1517,2591497,daridorexant,IN
1518,136198,darifenacin,IN
1519,896246,dark leaved mugwort pollen extract,IN
1520,2180325,darolutamide,IN
1521,460132,darunavir,IN
1522,1597381,dasabuvir,IN
1523,475342,dasatinib,IN
1524,2535233,dasiglucagon,IN
1525,852704,date palm pollen extract,IN
1526,2703033,datopotamab deruxtecan,IN
1527,3109,daunorubicin,IN
1528,1872905,deacetylbisacodyl,IN
1529,3116,deanol,IN
1530,3118,debrisoquin,IN
1531,22374,decamethrin,IN
1532,22380,decanoic acid,IN
1533,15657,decitabine,IN
1534,1314345,decoquinate,IN
1535,1494854,decylamine oxide,IN
1536,2714502,defactinib,IN
1537,614373,deferasirox,IN
1538,11645,deferiprone,IN
1539,3131,deferoxamine,IN
1540,1311089,defibrotide,IN
1541,22396,deflazacort,IN
1542,475230,degarelix,IN
1543,42625,dehydrocholate,IN
1544,3142,dehydroemetine,IN
1545,1927663,delafloxacin,IN
1546,2641675,delandistrogene moxeparvovec,IN
1547,83816,delavirdine,IN
1548,2721163,delgocitinib,IN
1549,107771,demecarium,IN
1550,3154,demeclocycline,IN
1551,22483,demegestone,IN
1552,236795,demelverin,IN
1553,1546417,denatonium,IN
1554,1313232,denatonium benzoate,IN
1555,22503,denaverine,IN
1556,214470,denileukin diftitox,IN
1557,993449,denosumab,IN
1558,42627,deoxycholate,IN
1559,3226,dequalinium,IN
1560,356834,deracoxib,IN
1561,62174,deserpidine,IN
1562,851981,desert ragweed pollen extract,IN
1563,27340,desflurane,IN
1564,3247,desipramine,IN
1565,114934,desirudin,IN
1566,3248,deslanoside,IN
1567,275635,desloratadine,IN
1568,1311744,deslorelin,IN
1569,1738095,desmeninol,IN
1570,3251,desmopressin,IN
1571,22656,desogestrel,IN
1572,3254,desonide,IN
1573,3255,desoximetasone,IN
1574,3256,desoxycorticosterone,IN
1575,734064,desvenlafaxine,IN
1576,236784,detajmium bitartrate,IN
1577,22672,detomidine,IN
1578,2612087,deucravacitinib,IN
1579,2569466,deudextromethorphan,IN
1580,2716558,deuruxolitinib,IN
1581,1876905,deutetrabenazine,IN
1582,2701430,deutivacaftor,IN
1583,3264,dexamethasone,IN
1584,216525,dexamethasone / neomycin / polymyxin b,MIN
1585,883815,dexamethasone / tobramycin,MIN
1586,22696,dexbrompheniramine,IN
1587,22697,dexchlorpheniramine,IN
1588,3267,dexetimide,IN
1589,3268,dexfenfluramine,IN
1590,237162,dexketoprofen,IN
1591,816346,dexlansoprazole,IN
1592,48937,dexmedetomidine,IN
1593,352372,dexmethylphenidate,IN
1594,22701,dexpanthenol,IN
1595,42736,dexrazoxane,IN
1596,42635,dextran,IN
1597,214485,dextran 1,IN
1598,3272,dextran 40,IN
1599,3274,dextran 70,IN
1600,3275,dextran 75,IN
1601,22708,dextranomer,IN
1602,1426816,dextrates,IN
1603,3288,dextroamphetamine,IN
1604,3289,dextromethorphan,IN
1605,1040053,dextromethorphan / quinidine,MIN
1606,3290,dextromoramide,IN
1607,3292,dextrothyroxine,IN
1608,22713,dezocine,IN
1609,1426391,diacetyl benzoyl lathyrol,IN
1610,1659205,diaminohydroxypropanetetraacetic acid,IN
1611,1362874,diatomaceous earth,IN
1612,3319,diatrizoate,IN
1613,1546223,diatrizoic acid,IN
1614,3322,diazepam,IN
1615,1310602,diazolidinylurea,IN
1616,3327,diazoxide,IN
1617,55018,dibasic potassium phosphate,IN
1618,3328,dibekacin,IN
1619,3332,dibenzepin,IN
1620,22865,dibrompropamidine,IN
1621,3339,dibucaine,IN
1622,402565,dibunate,IN
1623,1362873,dibutyl phthalate,IN
1624,1363700,dibutyl sebacate,IN
1625,1426943,dibutyldithiocarbamate,IN
1626,22892,dichloralphenazone,IN
1627,3347,dichloroacetate,IN
1628,89548,dichlorobenzene,IN
1629,22906,dichlorobenzyl alcohol,IN
1630,3351,dichlorophen,IN
1631,3353,dichlorphenamide,IN
1632,1313336,dichromate ion,IN
1633,1368201,diclazuril,IN
1634,3355,diclofenac,IN
1635,3356,dicloxacillin,IN
1636,288331,dicobalt edetate,IN
1637,1598,dicumarol,IN
1638,3361,dicyclomine,IN
1639,3364,didanosine,IN
1640,1425983,didecyldimethylammonium,IN
1641,3368,dienestrol,IN
1642,22968,dienogest,IN
1643,1428867,diethadione,IN
1644,1362911,diethanolamine,IN
1645,1362921,diethyl phthalate,IN
1646,1428869,diethyl sulfate,IN
1647,1426392,diethylamino hydroxybenzoyl hexyl benzoate,IN
1648,3384,diethylcarbamazine,IN
1649,1427193,diethyldithiocarbamate,IN
1650,1435108,diethylene glycol diethyl ether,IN
1651,2398515,diethylene glycol ethyl methyl ether,IN
1652,3389,diethylpropion,IN
1653,3390,diethylstilbestrol,IN
1654,3129,diethyltoluamide,IN
1655,2737149,difamilast,IN
1656,23020,difebarbamate,IN
1657,2569089,difelikefalin,IN
1658,163406,difemerine,IN
1659,23024,difenoxin,IN
1660,402587,difetarsone,IN
1661,91311,diflorasone,IN
1662,3392,diflucortolone,IN
1663,3393,diflunisal,IN
1664,23043,difluprednate,IN
1665,1923401,digitalin,IN
1666,3403,digitoxin,IN
1667,1363597,diglycol stearate,IN
1668,3407,digoxin,IN
1669,203223,digoxin antibodies fab fragments,IN
1670,23066,dihematoporphyrin ether,IN
1671,236209,dihexyverine,IN
1672,3409,dihydralazine,IN
1673,91170,dihydro-alpha-ergocryptine,IN
1674,91171,dihydro-beta-ergocryptine,IN
1675,2166037,dihydrocapsaicin,IN
1676,23088,dihydrocodeine,IN
1677,3415,dihydroergocornine,IN
1678,3416,dihydroergocristine,IN
1679,3417,dihydroergocryptine,IN
1680,3418,dihydroergotamine,IN
1681,3419,dihydroergotoxine,IN
1682,2267573,dihydrofolic acid,IN
1683,1549540,dihydrostreptomycin,IN
1684,3429,dihydrotachysterol,IN
1685,3430,dihydroxyacetone,IN
1686,23162,dihydroxyaluminum aminoacetate,IN
1687,23163,dihydroxyaluminum sodium carbonate,IN
1688,236206,diisopromine,IN
1689,1362922,diisopropanolamine,IN
1690,1363600,diisopropyl adipate,IN
1691,67182,diloxanide,IN
1692,3443,diltiazem,IN
1693,3444,dimenhydrinate,IN
1694,3445,dimercaprol,IN
1695,2475951,dimercaptosuccinic acid,IN
1696,324072,dimethicone,IN
1697,3449,dimethindene,IN
1698,121069,dimethoxanate,IN
1699,1373478,dimethyl fumarate,IN
1700,2205404,dimethyl sulfate,IN
1701,3455,dimethyl sulfoxide,IN
1702,1368874,dimethylacetamide,IN
1703,1311593,dimethyldodecylbenzylammonium,IN
1704,1600136,dimetridazole,IN
1705,1362902,dimyristoylphosphatidylcholine,IN
1706,1427048,dimyristoylphosphatidylglycerol,IN
1707,1487907,dinitolmide,IN
1708,3477,dinoprost,IN
1709,3478,dinoprostone,IN
1710,1606274,dinutuximab,IN
1711,2382593,dioctyldimonium,IN
1712,1314347,diosmetin,IN
1713,3489,diosmin,IN
1714,1009064,diosmin / hesperidin,MIN
1715,2383534,dioxane,IN
1716,23350,dioxybenzone,IN
1717,1426773,dipentamethylenethiuram disulfide,IN
1718,59247,diperodon,IN
1719,89782,diphemanil,IN
1720,3498,diphenhydramine,IN
1721,690847,diphenhydramine / tripelennamine,MIN
1722,23370,diphenidol,IN
1723,3500,diphenoxylate,IN
1724,1368170,diphenylguanidine,IN
1725,23386,diphenylpyraline,IN
1726,798304,"diphtheria toxoid vaccine, inactivated",IN
1727,23405,dipipanone,IN
1728,23410,dipivefrin,IN
1729,1368869,dipropylene glycol,IN
1730,3521,dipyridamole,IN
1731,1362743,dipyrithione,IN
1732,3523,dipyrone,IN
1733,23437,dirithromycin,IN
1734,1592684,dirlotapide,IN
1735,2261783,diroximel fumarate,IN
1736,1368701,disilver oxide,IN
1737,3541,disopyramide,IN
1738,1368171,disperse blue 106,IN
1739,1311550,distearyldimonium,IN
1740,3551,distigmine,IN
1741,3554,disulfiram,IN
1742,1788842,divinylbenzene,IN
1743,1314409,dl-lactic acid,IN
1744,235935,dobesilic acid,IN
1745,3616,dobutamine,IN
1746,72962,docetaxel,IN
1747,1006469,doconexent,IN
1748,594680,docosanol,IN
1749,82003,docusate,IN
1750,1008340,"docusate / sennosides, usp",MIN
1751,2396443,dodatate,IN
1752,1362875,dodecanol,IN
1753,1362927,dodecyl sulfate,IN
1754,1007810,dodecyl sulfate / oxyquinoline,MIN
1755,49247,dofetilide,IN
1756,886637,dog flea allergenic extract,IN
1757,895495,dog hair extract,IN
1758,867218,dogfennel pollen extract,IN
1759,68091,dolasetron,IN
1760,1433868,dolutegravir,IN
1761,2122518,dolutegravir / lamivudine,MIN
1762,1989499,dolutegravir / rilpivirine,MIN
1763,852256,domestic cow skin extract,IN
1764,895503,domestic goat hair extract,IN
1765,852252,domestic goat skin extract,IN
1766,23623,domiphen,IN
1767,3626,domperidone,IN
1768,2687966,donanemab,IN
1769,135447,donepezil,IN
1770,1430990,donepezil / memantine,MIN
1771,2724361,donidalorsen,IN
1772,2642217,donislecel,IN
1773,3628,dopamine,IN
1774,23638,dopexamine,IN
1775,73455,doramectin,IN
1776,2611783,doramectin / levamisole,MIN
1777,2055755,doravirine,IN
1778,2055808,doravirine / lamivudine / tenofovir disoproxil,MIN
1779,2721194,dordaviprone,IN
1780,119771,doripenem,IN
1781,337623,dornase alfa,IN
1782,60207,dorzolamide,IN
1783,2539967,dostarlimab,IN
1784,1797118,dotatate,IN
1785,3634,dothiepin,IN
1786,1098257,douglas fir pollen extract,IN
1787,23651,doxacurium,IN
1788,3637,doxapram,IN
1789,49276,doxazosin,IN
1790,3638,doxepin,IN
1791,11516,doxercalciferol,IN
1792,3639,doxorubicin,IN
1793,3640,doxycycline,IN
1794,3642,doxylamine,IN
1795,1426903,drometrizole,IN
1796,1992874,drometrizole trisiloxane,IN
1797,23678,dromostanolone,IN
1798,10402,dronabinol,IN
1799,233698,dronedarone,IN
1800,3648,droperidol,IN
1801,11636,drospirenone,IN
1802,23684,drotaverin,IN
1803,352374,drotrecogin alfa,IN
1804,23687,droxicam,IN
1805,1489913,droxidopa,IN
1806,892851,duck feather extract,IN
1807,1551291,dulaglutide,IN
1808,72625,duloxetine,IN
1809,1876376,dupilumab,IN
1810,2639089,durlobactam,IN
1811,1919503,durvalumab,IN
1812,228790,dutasteride,IN
1813,2058509,duvelisib,IN
1814,23744,dyclonine,IN
1815,3706,dydrogesterone,IN
1816,2274100,dymanthine,IN
1817,3714,dyphylline,IN
1818,852363,eastern cottonwood pollen extract,IN
1819,852738,eastern white pine pollen extract,IN
1820,23796,ebastine,IN
1821,658708,ecallantide,IN
1822,1544124,ecamsule,IN
1823,259415,echinacea angustifolia root extract,IN
1824,477531,echinacea purpurea aerial parts extract,IN
1825,260025,echinacea purpurea extract,IN
1826,3743,econazole,IN
1827,89778,ecothiopate,IN
1828,1426644,ectoine,IN
1829,591781,eculizumab,IN
1830,1921877,edaravone,IN
1831,1368950,edetate calcium,IN
1832,3755,edetic acid,IN
1833,1314349,edetol,IN
1834,2199392,edotreotride,IN
1835,1599538,edoxaban,IN
1836,49428,edoxudine,IN
1837,80726,edrecolomab,IN
1838,3752,edrophonium,IN
1839,356988,efalizumab,IN
1840,195085,efavirenz,IN
1841,1007761,efavirenz / emtricitabine / tenofovir disoproxil,MIN
1842,2670630,efbemalenograstim alfa,IN
1843,2691105,efetozole,IN
1844,2587717,efgartigimod alfa,IN
1845,1539753,efinaconazole,IN
1846,2612526,eflapegrastim,IN
1847,569,eflornithine,IN
1848,23852,efloxate,IN
1849,1543095,efmoroctocog alfa,IN
1850,892616,egg white (chicken) allergenic extract,IN
1851,349762,egg yolk phosphatides,IN
1852,314605,egg yolk phospholipids,IN
1853,1742992,egtazic acid,IN
1854,1374399,eicosenoic acid,IN
1855,2628469,elacestrant,IN
1856,2698762,eladocagene exuparvovec,IN
1857,2684941,elafibranor,IN
1858,2049846,elagolix,IN
1859,2725600,elamipretide,IN
1860,2059219,elapegademase,IN
1861,1734628,elbasvir,IN
1862,1734635,elbasvir / grazoprevir,MIN
1863,231049,eletriptan,IN
1864,1368902,eleuthero preparation,IN
1865,2256951,elexacaftor,IN
1866,1547220,eliglustat,IN
1867,2725511,elinzanetant,IN
1868,2612527,elivaldogene autotemcel,IN
1869,1043181,ellagic acid,IN
1870,1489914,elosulfase alfa,IN
1871,1726104,elotuzumab,IN
1872,2644880,elranatamab,IN
1873,711942,eltrombopag,IN
1874,1653781,eluxadoline,IN
1875,1306286,elvitegravir,IN
1876,2104604,emapalumab,IN
1877,2464539,embutramide,IN
1878,28144,emedastine,IN
1879,3816,emepronium,IN
1880,3820,emetine,IN
1881,1989794,emicizumab,IN
1882,354606,emodepside,IN
1883,2745448,emodin,IN
1884,1545653,empagliflozin,IN
1885,1598392,empagliflozin / linagliptin,MIN
1886,276237,emtricitabine,IN
1887,1727492,emtricitabine / rilpivirine / tenofovir alafenamide,MIN
1888,1145801,emtricitabine / rilpivirine / tenofovir disoproxil,MIN
1889,1727491,emtricitabine / tenofovir alafenamide,MIN
1890,1008145,emtricitabine / tenofovir disoproxil,MIN
1891,3827,enalapril,IN
1892,214536,enalapril / hydrochlorothiazide,MIN
1893,3829,enalaprilat,IN
1894,1940332,enasidenib,IN
1895,42368,encainide,IN
1896,2049106,encorafenib,IN
1897,3920,enflurane,IN
1898,2268307,enfortumab,IN
1899,139896,enfuvirtide,IN
1900,2168411,english lavender oil,IN
1901,852742,english plantain pollen extract,IN
1902,852577,english walnut pollen extract,IN
1903,1442172,enilconazole,IN
1904,2675985,enmetazobactam,IN
1905,2168587,enobosarm,IN
1906,3925,enoxacin,IN
1907,67108,enoxaparin,IN
1908,49626,enoximone,IN
1909,24192,enrofloxacin,IN
1910,2712546,ensartinib,IN
1911,2687215,ensifentrine,IN
1912,2745988,ensitrelvir,IN
1913,13714,ensulizole,IN
1914,60307,entacapone,IN
1915,306266,entecavir,IN
1916,1943794,enterococcus faecium,IN
1917,2197862,entrectinib,IN
1918,1366957,entsufon,IN
1919,1311507,enzacamene,IN
1920,1307298,enzalutamide,IN
1921,1310593,eosine yellowish,IN
1922,2637392,epcoritamab,IN
1923,3966,ephedrine,IN
1924,2641822,epicatechin,IN
1925,1546422,epicriptine,IN
1926,1427158,epidermal growth factor,IN
1927,24246,epigallocatechin gallate,IN
1928,1311044,epimedium grandiflorum top extract,IN
1929,39684,epinastine,IN
1930,3992,epinephrine,IN
1931,214545,epinephrine / etidocaine,MIN
1932,3995,epirubicin,IN
1933,298869,eplerenone,IN
1934,2671939,eplontersen,IN
1935,105694,epoetin alfa,IN
1936,105695,epoetin beta,IN
1937,24263,epomediol,IN
1938,8814,epoprostenol,IN
1939,24272,eprazinone,IN
1940,1006619,eprinomectin,IN
1941,83515,eprosartan,IN
1942,24274,eprozinol,IN
1943,24285,epsiprantel,IN
1944,75635,eptifibatide,IN
1945,2282660,eptinezumab,IN
1946,1306235,equisetum arvense top extract,IN
1947,1332872,equisetum hyemale extract,IN
1948,2055906,eravacycline,IN
1949,2123125,erdafitinib,IN
1950,24305,erdosteine,IN
1951,2045613,erenumab,IN
1952,4018,ergocalciferol,IN
1953,4021,ergonovine,IN
1954,4025,ergotamine,IN
1955,1314350,ergothioneine,IN
1956,1045453,eribulin,IN
1957,337525,erlotinib,IN
1958,1311285,ersofermin,IN
1959,325642,ertapenem,IN
1960,1992672,ertugliflozin,IN
1961,1356146,erythorbate,IN
1962,1369563,erythritol,IN
1963,4040,erythrityl tetranitrate,IN
1964,4053,erythromycin,IN
1965,1609189,erythroxylum catuaba bark extract,IN
1966,2636785,esafoxolaner,IN
1967,350202,escherichia coli,IN
1968,4065,escin,IN
1969,321988,escitalopram,IN
1970,1314351,esculin,IN
1971,2119365,esketamine,IN
1972,1482502,eslicarbazepine,IN
1973,49737,esmolol,IN
1974,283742,esomeprazole,IN
1975,4077,estazolam,IN
1976,2539031,estetrol,IN
1977,4083,estradiol,IN
1978,636632,estradiol / medroxyprogesterone,MIN
1979,214551,estradiol / norethindrone,MIN
1980,214553,estradiol / testosterone,MIN
1981,1549461,estradiol / trenbolone,MIN
1982,4089,estramustine,IN
1983,4094,estriol,IN
1984,4100,estrogens,IN
1985,4099,"estrogens, conjugated (usp)",IN
1986,214549,"estrogens, esterified (usp)",IN
1987,4103,estrone,IN
1988,33747,estropipate,IN
1989,461016,eszopiclone,IN
1990,214555,etanercept,IN
1991,1876119,etelcalcetide,IN
1992,1810569,eteplirsen,IN
1993,2477854,etesevimab,IN
1994,4106,ethacridine,IN
1995,62349,ethacrynate,IN
1996,4110,ethambutol,IN
1997,24453,ethamivan,IN
1998,4112,ethamsylate,IN
1999,1314352,ethanethiol,IN
2000,448,ethanol,IN
2001,24457,ethanolamine,IN
2002,24460,ethanolamine oleate,IN
2003,24464,ethaverine,IN
2004,4118,ethchlorvynol,IN
2005,24468,ethenzamide,IN
2006,24474,ethinamate,IN
2007,4124,ethinyl estradiol,IN
2008,214557,ethinyl estradiol / ethynodiol,MIN
2009,2055926,ethinyl estradiol / segesterone,MIN
2010,4125,ethiodized oil,IN
2011,4127,ethionamide,IN
2012,4129,ethisterone,IN
2013,4132,ethoglucid,IN
2014,24484,ethoheptazine,IN
2015,1362891,ethohexadiol,IN
2016,1314353,ethopabate,IN
2017,4135,ethosuximide,IN
2018,4136,ethotoin,IN
2019,41078,ethoxazene,IN
2020,1314354,ethoxyquin,IN
2021,1358000,ethybenztropine,IN
2022,1314355,ethyl acetate,IN
2023,4141,ethyl chloride,IN
2024,1420983,ethyl ferulate,IN
2025,24524,ethyl loflazepate,IN
2026,1314358,ethyl macadamiate,IN
2027,1314359,ethyl maltol,IN
2028,2468050,ethyl methoxycinnamate,IN
2029,1314360,ethyl nitrate,IN
2030,1921585,ethyl nitrite,IN
2031,1314361,ethyl oleate,IN
2032,1539968,ethyl pyruvate,IN
2033,1546423,ethyl salicylate,IN
2034,1665664,ethyl sulfate,IN
2035,1311571,ethyl vanillin,IN
2036,1362892,ethyl-p-hydroxybenzoate,IN
2037,1312575,ethylcellulose (7 mpa.s),IN
2038,1368154,ethylene oxide,IN
2039,4158,ethylenediamine,IN
2040,1370600,ethylenediaminetetraacetate,IN
2041,4162,ethylestrenol,IN
2042,1311616,ethylhexyl methoxycrylene,IN
2043,1367134,ethylhexylglycerin,IN
2044,1546427,ethylmercurithiosalicylic acid,IN
2045,4166,ethylmorphine,IN
2046,156240,ethylnorepinephrine,IN
2047,24591,ethynodiol,IN
2048,4171,etidocaine,IN
2049,42682,etidronate,IN
2050,24441,etifoxine,IN
2051,4169,etilefrine,IN
2052,1421444,etilevodopa,IN
2053,24605,etodolac,IN
2054,24607,etofamide,IN
2055,24608,etofenamate,IN
2056,24609,etofibrate,IN
2057,24611,etofylline,IN
2058,4177,etomidate,IN
2059,14584,etonogestrel,IN
2060,4179,etoposide,IN
2061,307296,etoricoxib,IN
2062,2728549,etorphine,IN
2063,2626727,etranacogene dezaparvovec,IN
2064,2668045,etrasimod,IN
2065,475969,etravirine,IN
2066,4182,etretinate,IN
2067,2730302,etripamil,IN
2068,2747657,etuvetidigene autotemcel,IN
2069,21116,eucalyptol,IN
2070,2122439,eucalyptus alba leaf extract,IN
2071,319781,eucalyptus extract,IN
2072,1305545,eucalyptus globulus leaf extract,IN
2073,59087,eucalyptus oil,IN
2074,1309788,eucommia ulmoides bark extract,IN
2075,4186,eugenol,IN
2076,852653,european olive pollen extract,IN
2077,895527,european rabbit hair extract,IN
2078,895195,european rabbit skin extract,IN
2079,4191,evans blue,IN
2080,203219,evening primrose oil,IN
2081,1337279,everlasting extract,IN
2082,141704,everolimus,IN
2083,2478335,evinacumab,IN
2084,1665684,evolocumab,IN
2085,2671667,exagamglogene autotemcel,IN
2086,62153,exametazime,IN
2087,258494,exemestane,IN
2088,60548,exenatide,IN
2089,341248,ezetimibe,IN
2090,484211,ezetimibe / simvastatin,MIN
2091,1112990,ezogabine,IN
2092,4249,factor ix,IN
2093,1484957,factor ix / factor vii / factor x / protein c / protein s / prothrombin,MIN
2094,1670383,factor ix complex,IN
2095,4254,factor vii,IN
2096,4256,factor viia,IN
2097,4257,factor viii,IN
2098,226623,factor viii / von willebrand factor,MIN
2099,4262,factor x,IN
2100,4271,factor xiii,IN
2101,1309940,fallopia multiflora root extract,IN
2102,851938,false ragweed pollen extract,IN
2103,68099,famciclovir,IN
2104,4278,famotidine,IN
2105,1314371,fanolesomab,IN
2106,2591519,faricimab,IN
2107,1362903,farnesol,IN
2108,24805,febantel,IN
2109,24807,febarbamate,IN
2110,24809,febuprol,IN
2111,73689,febuxostat,IN
2112,2636537,"fecal microbiota spores, live",IN
2113,2391141,feclobuzone,IN
2114,2197490,fedratinib,IN
2115,235961,fedrilate,IN
2116,24812,felbamate,IN
2117,262307,felbinac,IN
2118,4316,felodipine,IN
2119,4319,felypressin,IN
2120,1869713,fenamiphos,IN
2121,4325,fenbendazole,IN
2122,24830,fenbufen,IN
2123,158507,fenbutrazate,IN
2124,4327,fendiline,IN
2125,24840,fenethylline,IN
2126,4328,fenfluramine,IN
2127,24846,fenipentol,IN
2128,8703,fenofibrate,IN
2129,24853,fenoldopam,IN
2130,4331,fenoprofen,IN
2131,4333,fenoterol,IN
2132,24855,fenoverine,IN
2133,24856,fenoxazoline,IN
2134,24860,fenozolone,IN
2135,24867,fenproporex,IN
2136,4335,fenspiride,IN
2137,4337,fentanyl,IN
2138,24876,fenticonazole,IN
2139,8673,feprazone,IN
2140,24897,ferric ammonium citrate,IN
2141,1426442,ferric ammonium ferrocyanide,IN
2142,317229,ferric cacodylate,IN
2143,1433693,ferric carboxymaltose,IN
2144,1546357,ferric cation,IN
2145,24898,ferric chloride,IN
2146,1594675,ferric citrate,IN
2147,2274394,ferric derisomaltose,IN
2148,539399,ferric hexacyanoferrate,IN
2149,1428835,ferric hydroxide,IN
2150,2539932,ferric maltol,IN
2151,1310572,ferric oxide,IN
2152,1607976,ferric pyrophosphate,IN
2153,24913,ferric sulfate,IN
2154,2619162,ferriclate calcium sodium,IN
2155,4356,ferrous ascorbate,IN
2156,236617,ferrous aspartate,IN
2157,644718,ferrous asparto glycinate,IN
2158,1102188,ferrous bisglycinate,IN
2159,1440290,ferrous carbonate,IN
2160,1541238,ferrous cation,IN
2161,24940,ferrous chloride,IN
2162,1490797,ferrous cysteine glycinate,IN
2163,24941,ferrous fumarate,IN
2164,24942,ferrous gluconate,IN
2165,105655,ferrous glycine sulfate,IN
2166,1311296,ferrous iodide,IN
2167,136034,ferrous lactate,IN
2168,24946,ferrous succinate,IN
2169,24947,ferrous sulfate,IN
2170,1368648,ferulate,IN
2171,72901,ferumoxides,IN
2172,77754,ferumoxsil,IN
2173,473387,ferumoxytol,IN
2174,797195,fesoterodine,IN
2175,2564146,fexinidazole,IN
2176,87636,fexofenadine,IN
2177,214565,fexofenadine / pseudoephedrine,MIN
2178,2637134,fezolinetant,IN
2179,70727,fiber,IN
2180,4385,fibrinogen,IN
2181,389190,fibrinogen / thrombin,MIN
2182,353110,fibrinolysis inhibitor,IN
2183,1591916,fibroblast growth factor-1,IN
2184,2103294,ficusin,IN
2185,2681011,fidanacogene elaparvovec,IN
2186,1111103,fidaxomicin,IN
2187,68442,filgrastim,IN
2188,1598641,finafloxacin,IN
2189,25025,finasteride,IN
2190,2562811,finerenone,IN
2191,1012892,fingolimod,IN
2192,473298,firocoxib,IN
2193,2667741,fisetin,IN
2194,2053495,fish oil (containing omega-3 acids),IN
2195,4419,fish oils,IN
2196,2709439,fitusiran,IN
2197,852124,fivehorn smotherweed pollen extract,IN
2198,1314412,flavin-adenine dinucleotide,IN
2199,25060,flavodic acid,IN
2200,1536070,flavone,IN
2201,4440,flavoxate,IN
2202,901351,flaxseed allergenic extract,IN
2203,318224,flaxseed extract,IN
2204,4441,flecainide,IN
2205,42322,fleroxacin,IN
2206,1665509,flibanserin,IN
2207,4444,floctafenine,IN
2208,25082,flopropione,IN
2209,2571857,florbetaben,IN
2210,1427225,florbetapir,IN
2211,25086,florfenicol,IN
2212,2571858,flortaucipir,IN
2213,25089,flosequinan,IN
2214,2637947,flotufolastat,IN
2215,899746,flounder allergenic extract,IN
2216,4448,floxacillin,IN
2217,4488,floxuridine,IN
2218,25096,flubendazole,IN
2219,2571859,fluciclovine,IN
2220,108091,fluclorolone,IN
2221,190410,flucloronide,IN
2222,4450,fluconazole,IN
2223,4451,flucytosine,IN
2224,24698,fludarabine,IN
2225,4452,fludrocortisone,IN
2226,618272,flufenamate,IN
2227,4453,flufenamic acid,IN
2228,50097,fluindione,IN
2229,4457,flumazenil,IN
2230,25112,flumequine,IN
2231,4458,flumethasone,IN
2232,89911,flumethiazide,IN
2233,4459,flunarizine,IN
2234,25120,flunisolide,IN
2235,4460,flunitrazepam,IN
2236,25121,flunixin,IN
2237,25126,fluocinolone,IN
2238,4462,fluocinonide,IN
2239,4463,fluocortolone,IN
2240,1006895,fluocortolone caproate / fluocortolone pivalate,MIN
2241,25138,fluorescein,IN
2242,466457,fluorescein / proparacaine,MIN
2243,196213,fluoride ion,IN
2244,2571852,fluorodopa,IN
2245,4491,fluorometholone,IN
2246,465678,fluorometholone / tobramycin,MIN
2247,4492,fluorouracil,IN
2248,4493,fluoxetine,IN
2249,4494,fluoxymesterone,IN
2250,4495,flupenthixol,IN
2251,4496,fluphenazine,IN
2252,644529,fluphenazine / nortriptyline,MIN
2253,25193,flupirtine,IN
2254,236650,fluprednidene,IN
2255,4497,fluprednisolone,IN
2256,1538098,fluralaner,IN
2257,4500,flurandrenolide,IN
2258,4501,flurazepam,IN
2259,4502,flurbiprofen,IN
2260,4507,fluspirilene,IN
2261,4508,flutamide,IN
2262,1486026,flutemetamol,IN
2263,41126,fluticasone,IN
2264,61773,flutrimazole,IN
