normalized_surface_form,match_count,matched_rxcuis,matched_ttys,matched_names,concept_classes,mapping_status,mapping_rule,canonical_rxcui,canonical_name,canonical_tty
"n-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,5-dibromo-4-hydroxyphenyl)benzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,5-dichloropyridin-4-yl)-4-(difluoromethoxy)-8-((methylsulfonyl)amino)dibenzo(b,d)furan-1-carboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,9-dimethyl-endo-3,9-diazabicyclo(3.3.1)non-7-yl)-1h-indazole-3-carboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3,9-dimethyl-endo-3,9-diazabicyclo(3.3.1)non-7-yl)-1h-indazole-3-carboxamide dihydrochloride",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-((1s)-1-((6-(3,4-dimethoxyphenyl)-2-pyrazinyl)amino)ethyl)phenyl)-5-methyl-3-pyridinecarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-((1s)-1-(2-fluorobiphenyl-4-yl)ethyl)-1,2-oxazol-5-yl)morpholine-4-carboximidamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-((2-((4-(4-acetylpiperazin-1-yl)-2-methoxyphenyl)amino)-5-(trifluoromethyl)pyrimidin-4-yl)amino)phenyl)prop-2-enamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-((2-(4-amino-1,2,5-oxadiazol-3-yl)-1-ethyl-1h-imidazo(4,5-c)pyridin-6-yl)oxy)phenyl)-4-(2-(4-morpholinyl)ethoxy)benzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-((4-amino-6,7-dimethoxy-2-quinazolinyl)methylamino)propyl)tetrahydro-2-furancarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-((5-fluoro-2-((4-(2-methoxyethoxy)phenyl)amino)pyrimidin-4-yl)amino)phenyl)prop-2-enamide benzenesulfonate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-(1-hydroxy-2-(methylamino)-ethyl)phenyl)methanesulfonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-(2-(2,3-difluoro-4-(4-(2-hydroxyethyl)piperazin-1-yl)phenylamino)quinazolin-8-yl)phenyl)acrylamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-(2-cyanopropan-2-yl)-5-(4-methyl-1h-imidazol-1-yl)phenyl)-2-fluoro-4-methyl-5-((8-((1-methyl-1h-pyrazol-4-yl)amino)imidazo[1,2-a]pyridin-3-yl)ethynyl)benzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-(4-(3-(diisobutylamino)propyl)piperazin-1-yl)propyl)-1h-benzo(d)imidazol-2-amine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-(5-((1-ethylpiperidin-4-yl)(methyl)amino)-3-(pyrimidin-5-yl)-1h-pyrrolo[3,2-b]pyridin-1-yl)-2,4-difluorophenyl)propane-1-sulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-(5-fluoro-2-(4-(2-methoxyethoxy)phenylamino)pyrimidin-4-ylamino)phenyl)acrylamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-(8-cyano-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazin-2-ylamino)phenyl)acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-(diethylamino)propyl)-4,5-diphenylpyrazole-1-acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-(dimethylamino)propyl)octadecanamide,1,1364376,IN,N-(3-(dimethylamino)propyl)octadecanamide,single_ingredient,accepted,exact_in,1364376,n-(3-(dimethylamino)propyl)octadecanamide,IN
"n-(3-(m-(bis(2-chloroethyl)amino)phenyl)-n-(3-(p-fluorophenyl)-l-alanyl)-l-alanyl)-l-methionine, ethyl ester",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-acetyl-4-[2-hydroxy-3-(isopropylamino)propoxy]phenyl)butanamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-amino-2,3-dioxo-1-(phenylmethyl)propyl)-4-(2-fluorophenyl)-2-methyl-5-oxazolecarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-aminopropyl)-1,4-butane-diamine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-aminopropyl)-2-nitrobenzenamine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-aminopropyl)butane-1,4-diamine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-carboxypropanoyl)-l-norvaline,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-carboxypropanoyl)-l-phenylalanyl-3-carboxy-o-(carboxymethyl)-n-pentyl-l-tyrosinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-chloro-7-indoyl)-1,4-benzenedisulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-chloro-o-tolyl)anthranilic,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-chloroallyl)hexaminium chloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-chlorobenzyl)-1-(4-methylpentanoyl)-l-prolinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-chlorophenyl)-n-methyl-2-oxo-3-[(3,4,5-trimethyl-1h-pyrrol-2-yl)methyl]-2h-indole-5-sulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-cyclopropyl(5,6,7,8,9,10-hexahydro-2-oxo-2h-cycloocta[b]pyran-3-yl)methyl)phenylbenzensulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-cyclopropyl-1h-pyrazol-5-yl)-2-(2-naphthyl)acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-dimethylaminopropyl)-3-chlorophenothiazine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-dimethylaminopropyl)phenothiazine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-fluoro-4-((4-methyl-2-oxo-7-((pyrimidin-2-yl)oxy)-2h-1-benzopyran-3-yl)methyl)pyridin-2-yl)-n'-methylsulfuric diamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-fluoro-4-((6-methoxy-7-(3-(morpholin-4-yl)propoxy)quinolin-4-yl)oxy)phenyl)-n'-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-fluorobenzyl)-2-(5-(4-morpholinophenyl) pyridin-2-yl) acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-mercaptopropanoyl)-d-alanine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-methoxy-5-methylpyrazin-2-yl)-2-[4-(1,3,4-oxadiazol-2-yl)phenyl]pridine-3- sulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(3-methyl-2,6-dichlorophenyl)anthranilic acid",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-methylaminopropyl)iminobibenzyl,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-phenyl-2-sulfanylpropanoyl)phenylalanylalanine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-tert-butyl-1-p-tolyl-1h-pyrazol-5-yl)-n'-(5-fluoro-2-(1-(2-hydroxyethyl)-1h-indazol-5-yloxy)benzyl)urea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(3-tert-butyl-1h-pyrazol-5-yl)-n'-{4-chloro-3-[(pyridin-3-yloxy)methyl]phenyl}urea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4,4-difluorocyclohexyl)-2-(3-methyl-1h-pyrazol-1-yl)-6-morpholinopyrimidin-4-amine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4,6-dimethyl-2-pyrimidyl)sulfanilamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(((2,4-diamino-6-pteridinyl)methyl)amino)benzoyl)-l-glutamic acid",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-((2-((cyclopropylcarbonyl)amino)pyridin-4-yl)oxy)-2,5-difluorophenyi)-n-(4- fluorophenyl)cyclopropane-1,1-dicarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-((2-(1,1-dimethylethyl)phenyl)sulfonyl)phenyl)-2,3,4-trihydroxy-5-((2-(1-methylethyl)phenyl)methyl)benzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-((4-(2-(3-chloro-4-(2-chloroethoxy)-5-cyanophenyl)propan-2-yl)phenoxy)methyl)pyrimidin-2-yl)methanesulfonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-((4-(4-methylpiperazin-1-yl)-6-((5-methyl-1h-pyrazol-3-yl)amino)pyrimidin-2-yl)sulfanyl)phenyl)cyclopropanecarboxamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(1-((2,4-diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-l-glutamic acid",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(1-((2,6-difluorophenyl)methyl)-5-((dimethylamino)methyl)-1,2,3,4-tetrahydro-3-(6-methoxy-3-pyridazinyl)-2,4-dioxothieno(2,3-d)pyrimidin-6-yl)phenyl)-n'-methoxyurea",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(1-cyclopropyl-4-fluoro-2-methyl-1h-benzo(d)imidazol-6-yl)-5-fluoropyrimidin-2-yl)-6-(2-(dimethylamino)ethyl)-5,6,7,8-tetrahydro-l,6-naphthyridin-2-amine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)phenyl)acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(3-(2-aminopyrimidin-4-yl)pyridin-2-yloxy)phenyl)-4-(4-methylthiophen-2-yl)phthalazin-1-amine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(3-amino-1,2,5,6,6a,7-hexahydro-1-oxoimidazo(1,5-f)pteridin-8(9h)-yl)benzoyl)-l-glutamic acid",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(4-(3-fluorobenzyloxy)-3-chlorophenylamino)quinazolin-6-yl) acrylamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(4-amino-5-(3-fluoro-4-((4-methylpyrimidin-2-yl)oxy)phenyl)-7-methyl-7h-pyrrolo[2,3-d]pyrimidin-6-yl)phenyl)methacrylamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-(6-methylamino-7-nitro-2-thia-5-aza-6-hepten-1-yl)-2-thiazolylmethyl)-n,n-dimethylamine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(beta-(5-methylisoxazol-3-carboxamido)-ethyl)benzenesulfonyl)-n(1)-cyclohexylurea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(beta-(5-metilossazol-3-carbossamido)-etil)- benzenesolfonil)-n(sup 1)-cicloesil-urea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(ethanethioamidoimino)methylphenyl)acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidinyl)-n-phenylpropanamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidyl)-n-phenylpropionamide citrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidyl)propionanilide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidyl)propionanilide citrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-(trifluoromethyl)phenyl) 5 methylisoxazole-4-carboxamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-acetyl-1-piperazinyl)-4-fluorobenzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-amino-1-(1-(4-amino-1-oxo-1-(3,12,23-tris(2-aminoethyl)- 20-(1-hydroxyethyl)-6,9-diisobutyl-2,5,8,11,14,19,22-heptaoxo- 1,4,7,10,13,18-hexaazacyclotricosan-15-ylamino)butan-2-ylamino)- 3-hydroxybutan-2-ylamino)-1-oxobutan-2-yl)-n,5-dimethylheptanamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-amino-3,4-dioxo-1-phenylbutan-2-yl)-4-(2-fluorophenyl)-2-methyloxazole-5-carboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-amino-5-cyano-6-ethoxypyridin-2-yl)-2-(4-bromo-2,5-dimethoxyphenyl)acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-aminobutanoyl)-s-(4-methoxybenzyl)-l-cysteinylglycine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-aminobutyl)guanidine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-bromo-2-(1h-1,2,3,4-tetrazol-5-yl)phenyl)-n'-(3,5-bis(trifluoromethyl)phenyl)urea",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methyl-4-piperidinyl)methoxy)-4-quinazolinamine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-bromo-2-{[(3r,5s)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-l-prolinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chloro-3-((3-methyl-2-butenyl)oxy)phenyl)-2-methyl-3-furancarbothioamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chloro-3-(trifluoromethyl)phenyl)-n'-(4-(2-(n-methylcarbamoyl)-4-pyridyloxy)phenyl)urea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-chloro-3-methyl-5-isoxazolyl)-2-((4,5-(methylenedioxy)-o-toly)acetyl)-3-thiophenesulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-chlorobenzyl)-n-methylbenzene-1,4-disulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-chlorophenyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chlorophenyl)-3-(phosphonooxy)naphthalene-2-carboxamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-chlorophenyl)-n'-(3,4-dichlorophenyl)urea",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chlorophenyl)-n'-(4-chloro-3-(trifluoromethyl)phenyl)urea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-chlorophenylsulfonyl)-n'-propylurea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-ethoxyphenol)acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-ethoxyphenyl)retinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-fluoro-benzoyl)-l-arginyl-l-arginyl-(l-3-(naphthyl)alanyl)-l-cysteinyl-l-tyrosyl-l-citrullinyl-l-lysyl-d-lysyl-l-prolyl-l-tyrosyl-l-arginyl-l-citrullinyl-l-cysteinyl-l-arginine amide,cyclic (4-13)-disulfide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-fluorophenyl)-n'-(4-((7-methoxy-6- (methylcarbamoyl)quinolin-4- yl)oxy)phenyl)cyclopropane-1,1-dicarboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-hydroxyphenyl)-5-methyl-2-pyridone,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-hydroxyphenyl)-9-cis-retinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-hydroxyphenyl)all-trans retinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-methoxyphenyl)-n,2,6-trimethylfuro(2,3-d) pyrimidin-4-amine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methoxyphenyl)retinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methyl-2-pyrimidyl)sulfanilamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methyl-6-phenyl-3-pyridazinyl)-4-morpholineethanamine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methyl-6-phenyl-3-pyridazinyl)-4-morpholineethanamine dihydrochloride,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methylbenzenesulfonyl)-n'-butylurea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methylbenzoyl)-4-benzylpiperidine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-methylphenylsulfonyl)-n'-butylurea,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-morpholine)carbonyl-b-(1-naphthyl)-l-alanine-l-leucine boronic acid,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-nitro-2-phenoxyphenyl)methanesulfonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-oxo-2-(1h-tetrazol-5-yl)-4h-1-benzopyran-8-yl)-p-(4-phenylbutoxy)benzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-oxo-2-(1h-tetrazol-5-yl)-4h-1-benzopyran-8-yl)-p-(4-phenylbutoxy)benzamide hemihydrate,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-oxo-5,6,7,8-tetrahydro-4h-[1,3]thiazolo[5,4-c]azepin-2-yl)acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-phenylamino-quinazolin-6-yl)-acrylamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-sulfamoylphenyl)-1h-indazole-3-carboxamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-trifluoromethylphenyl)-2-cyano-2-hydroxycrotonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(4-{[(3s)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-amine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-{[(5r)-7-chloro-5-hydroxy-2,3,4,5-tetrahydro-1h-1-benzazepin-1-yl]carbonyl}-3-methylphenyl)-2-methylbenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5'-phosphopyridoxyl)-d-alanine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5'-phosphopyridoxyl)-l-alanine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5,6-dihydro-5-methyl-6,11-dioxo-10-morphanthridinyl)acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-(1,1-dimethylethyl)isoxazol-3-yl)-n'-(4-(7-(2-(morpholin-4-yl)ethoxy)imidazo(2,1-b)benzothiazol-2-yl)phenyl)urea",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-(3,5-difluorobenzyl)-1h-indazol-3-yl)-4-(4-methylpiperazin-1yl)-2-(tetrahydro-2h-pyran-4-ylamino)benzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl)glycine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-(4-bromophenyl)-6-(2-((5-bromopyrimidin-2-yl)oxi)ethoxy)pyrimidin-4-yl)-n'-propylsulfuric diamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-(6-fluoro-8-((4-(2-hydroxypropan-2-yl) piperidin-1-yl)methyl)-2-morpholinoquinazolin-4-yl)-2-methoxypyridin-3-)methanesulfonamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-(aminosulfonyl)-1,3,4-thiadiazol-2-yl)acetamide monosodium",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-amino-5-carboxypentyl)-3-hydroxy-4-(2-amino-2-carboxyethyl)-5-(3-amino-3-carboxypropyl)pyridine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloro-1,3-benzodioxol-4-yl)-7-(2-(4-methylpiperazin-1-yl)ethoxy)-5-((oxan-4-yl)oxy)quinazolin-4-amine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloro-1,3-benzodioxol-4-yl)-7-(2-(4-methylpiperazin-1-yl)ethoxy)-5-(tetrahydro-2h-pyran-4-yloxy)quinazolin-4-amine di((2e)-but-2-enedioate)",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-chloro-benzo[b]thiophen-3-ylmethyl)-2-[6-chloro-oxo-3-(2-pyridin-2-yl-ethylamino)-2h-pyrazin-1-yl]-acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloropyridin-2-yl)-2-((4-(n,n-dimethylcarbamimidoyl)benzoyl)amino)-5- methoxybenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloropyridin-2-yl)-2-(4-(n,n-dimethylcarbamimidoyl)benzamido)-5-methoxybenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-chloropyridin-2-yl)-2-[[4-(n,n-dimethylcarbamimidoyl)benzoyl]amino]-5-methoxybenzamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-cyclopropyl-1h-pyrazol-3-yl)benzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-formyl-5,6,7,8-tetrahydropteroyl)-l-glutamic acid",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-isopropyl-thiazol-2-yl)-2-pyridin-3-yl-acetamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-methyl-1h-pyrazol-3-yl)-2-phenylquinazolin-4-amine,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-nitro-2-furfurylidene)-3-amino-2-oxazolidone,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-nitro-2-furfurylidene)-3-aminooxazolidine-2-one,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-nitrofurfurylidene)-1-aminohydantoin,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-tert-butyl-isoxazol-3-yl)-n'-(4-(7-(2-morpholin-4-ylethoxy)imidazo(2,1-b)(1,3)benzothiazol-2-yl)phenyl)urea dihydrochloride",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-tert-butyl-isoxazol-3-yl)-n'-{4-[7-(2-morpholin-4-yl-ethoxy)imidazo [2,1-b] [1,3] benzothiazol 2-yl]phenyl}urea",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
"n-(5-{4-chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide,0,,,,,unmatched,no_exact_active_rxnorm_concept,,,
