legacy_anchor_drug_id,legacy_anchor_drug_name,term_kind,legacy_synonym_id,normalized_surface_form,match_count,rxnorm_mapping_status,rxnorm_mapping_rule,matched_rxcuis,matched_ttys,concept_classes,default_rule,quarantine_reason,assigned_rxcuis
1033,"2,4-dihydroxy-3,3-dimethyl-butyrate",anchor,,"2,4-dihydroxy-3,3-dimethyl-butyrate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1034,"2,4-dihydroxy-7-(methyloxy)-2h-1,4-benzoxazin-3(4h)-one",anchor,,"2,4-dihydroxy-7-(methyloxy)-2h-1,4-benzoxazin-3(4h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1035,"2,4-dihydroxy-trans cinnamic acid",anchor,,"2,4-dihydroxy-trans cinnamic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1036,"2,4-dihydroxybenzoic acid",anchor,,"2,4-dihydroxybenzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1037,"2,4-dinitrophenol",anchor,,"2,4-dinitrophenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1037,"2,4-dinitrophenol",synonym,29929,dinitrophenol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1038,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-allopyranoside",anchor,,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-allopyranoside",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1039,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-mannopyranoside",anchor,,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-mannopyranoside",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1040,"2,4-thiazolidinedione",anchor,,"2,4-thiazolidinedione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1040,"2,4-thiazolidinedione",synonym,64658,thiazolidinedione,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1041,"2,5-anhydroglucitol-1,6-biphosphate",anchor,,"2,5-anhydroglucitol-1,6-biphosphate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1042,"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",anchor,,"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1042,"2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol",synonym,3064,"1,4:3,6-dianhydro-2,5-bis-o-(3-carbamimidoylphenyl)-d-glucitol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1043,"2,5-di-tert-butylhydroquinone",anchor,,"2,5-di-tert-butylhydroquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1043,"2,5-di-tert-butylhydroquinone",synonym,5333,"2,5-di-tert-butylbenzene-1,4-diol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1044,"2,5-diaminopyrimidin-4,6-diol",anchor,,"2,5-diaminopyrimidin-4,6-diol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1045,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",anchor,,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1046,"2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide",anchor,,"2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1047,"2,5-dichloro-n-(5-chloro-1,3-benzoxazol-2-yl)benzenesulfonamide",anchor,,"2,5-dichloro-n-(5-chloro-1,3-benzoxazol-2-yl)benzenesulfonamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1048,"2,5-dichloro-n-[5-methoxy-7-(6-methoxypyridin-3-yl)-1,3-benzoxazol-2-yl]benzenesulfonamide",anchor,,"2,5-dichloro-n-[5-methoxy-7-(6-methoxypyridin-3-yl)-1,3-benzoxazol-2-yl]benzenesulfonamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1049,"2,5-dideoxy-2,5-imino-d-glucitol",anchor,,"2,5-dideoxy-2,5-imino-d-glucitol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1050,"2,5-dimethoxy-4-(n)-propylthiophenethylamine",anchor,,"2,5-dimethoxy-4-(n)-propylthiophenethylamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1050,"2,5-dimethoxy-4-(n)-propylthiophenethylamine",synonym,5340,"2,5-dimethoxy-4-propylthiophenethylamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1051,"2,5-dimethoxy-4-ethylamphetamine",anchor,,"2,5-dimethoxy-4-ethylamphetamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1052,"2,5-dimethoxy-4-ethylthioamphetamine",anchor,,"2,5-dimethoxy-4-ethylthioamphetamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1052,"2,5-dimethoxy-4-ethylthioamphetamine",synonym,8330,"4-(ethylthio)-2,5-dimethoxy-alpha-methylbenzeneethanamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1052,"2,5-dimethoxy-4-ethylthioamphetamine",synonym,13552,aleph-2,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1053,"2,5-dimethoxyamphetamine",anchor,,"2,5-dimethoxyamphetamine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1054,"2,5-dimethylpyrimidin-4-amine",anchor,,"2,5-dimethylpyrimidin-4-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1055,"2,5-diphenylfuran-3,4-dicarboxylic acid",anchor,,"2,5-diphenylfuran-3,4-dicarboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1056,"2,5-o,o-bis-{4',4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",anchor,,"2,5-o,o-bis-{4',4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1057,"2,5-xylidine",anchor,,"2,5-xylidine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1058,"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",anchor,,"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1059,"2,6-anhydro-3-deoxy-3-fluoronononic acid",anchor,,"2,6-anhydro-3-deoxy-3-fluoronononic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1059,"2,6-anhydro-3-deoxy-3-fluoronononic acid",synonym,7573,3-deoxy-3-fluoro-d-erythro-α-l-manno-non-2-ulopyranosonic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1060,"2,6-anhydro-3-deoxy-d-erythro-hex-2-enonic acid",anchor,,"2,6-anhydro-3-deoxy-d-erythro-hex-2-enonic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1061,"2,6-diamino-(s)-9-[2-(phosphonomethoxy)propyl]purine",anchor,,"2,6-diamino-(s)-9-[2-(phosphonomethoxy)propyl]purine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1062,"2,6-diamino-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one",anchor,,"2,6-diamino-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1063,"2,6-diamino-8-(1h-imidazol-2-ylsulfanylmethyl)-3h-quinazoline-4-one",anchor,,"2,6-diamino-8-(1h-imidazol-2-ylsulfanylmethyl)-3h-quinazoline-4-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1064,"2,6-diamino-8-(2-dimethylaminoethylsulfanylmethyl)-3h-quinazolin-4-one",anchor,,"2,6-diamino-8-(2-dimethylaminoethylsulfanylmethyl)-3h-quinazolin-4-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1065,"2,6-diamino-8-propylsulfanylmethyl-3h-quinazoline-4-one",anchor,,"2,6-diamino-8-propylsulfanylmethyl-3h-quinazoline-4-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1066,"2,6-diamino-hexanoic acid amide",anchor,,"2,6-diamino-hexanoic acid amide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1067,"2,6-diaminopimelic acid",anchor,,"2,6-diaminopimelic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1068,"2,6-diaminoquinazolin-4-ol",anchor,,"2,6-diaminoquinazolin-4-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1069,"2,6-dibromo-4-[(e)-2-phenylethenyl]phenol",anchor,,"2,6-dibromo-4-[(e)-2-phenylethenyl]phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1070,"2,6-dibromo-4-phenoxyphenol",anchor,,"2,6-dibromo-4-phenoxyphenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1071,"2,6-dicarboxynaphthalene",anchor,,"2,6-dicarboxynaphthalene",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1072,"2,6-difluorobenzenesulfonamide",anchor,,"2,6-difluorobenzenesulfonamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",anchor,,"2,6-dimethoxyquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5328,"2,5-cyclohexadiene-1,4-dione, 2,6-dimethoxy-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5329,"2,5-cyclohexadiene-1,4-dione, 2,6-dimethoxy- (9ci)",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5364,"2,6-dimethoxy-1,4-benzoquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5367,"2,6-dimethoxy-p-benzoquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5368,"2,6-dimethoxy-p-quinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5369,"2,6-dimethoxybenzoquinone",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5370,"2,6-dimethoxycyclohexa-2,5-diene-1,4-dione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,5374,"2,6-dmbq",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1073,"2,6-dimethoxyquinone",synonym,52261,"p-benzoquinone, 2,6-dimethoxy-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1074,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[2-methyl-4-isoxazolyl]-phenol",anchor,,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[2-methyl-4-isoxazolyl]-phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1075,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[2n-methyl-2h-tetrazol-5-yl]-phenol",anchor,,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[2n-methyl-2h-tetrazol-5-yl]-phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1076,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[4-methyl-2h-tetrazol-2-yl]-phenol",anchor,,"2,6-dimethyl-1-(3-[3-methyl-5-isoxazolyl]-propanyl)-4-[4-methyl-2h-tetrazol-2-yl]-phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1077,"2,6-dimethyl-4-[(e)-2-phenylethenyl]phenol",anchor,,"2,6-dimethyl-4-[(e)-2-phenylethenyl]phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1078,"2,6-dimethyl-7-octen-2-ol",anchor,,"2,6-dimethyl-7-octen-2-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1079,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",anchor,,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1080,"2-((3',5'-dimethoxy-4'-hydroxyphenyl)azo)benzoic acid",anchor,,"2-((3',5'-dimethoxy-4'-hydroxyphenyl)azo)benzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1081,"2-((3',5'-dimethyl-4'-hydroxyphenyl)azo)benzoic acid",anchor,,"2-((3',5'-dimethyl-4'-hydroxyphenyl)azo)benzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1082,2-((3'-methyl-4'-hydroxyphenyl)azo)benzoic acid,anchor,,2-((3'-methyl-4'-hydroxyphenyl)azo)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1083,2-((3'-tertbutyl-4'-hydroxyphenyl)azo)benzoic acid,anchor,,2-((3'-tertbutyl-4'-hydroxyphenyl)azo)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1084,2-((4'-hydroxynaphthyl)-azo)benzoic acid,anchor,,2-((4'-hydroxynaphthyl)-azo)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1085,2-((4'-hydroxyphenyl)-azo)benzoic acid,anchor,,2-((4'-hydroxyphenyl)-azo)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1086,2-((9h-purin-6-ylthio)methyl)-5-chloro-3-(2-methoxyphenyl)quinazolin-4(3h)-one,anchor,,2-((9h-purin-6-ylthio)methyl)-5-chloro-3-(2-methoxyphenyl)quinazolin-4(3h)-one,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1087,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",anchor,,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1088,"2-(1,3-thiazol-4-yl)-1h-benzimidazole-5-sulfonamide",anchor,,"2-(1,3-thiazol-4-yl)-1h-benzimidazole-5-sulfonamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1089,2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,anchor,,2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1089,2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,synonym,7804,"3-phorbinepropanoic acid, 14-ethyl-9-(1-(hexyloxy)ethyl)-4,8,13,18-tetramethyl-20-oxo-, (3s,4s)-",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1089,2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,synonym,37853,hpph,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1089,2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,synonym,54297,photochlor,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1090,"2-(11-{2-[benzenesulfonyl-(3-methyl-butyl)-amino]-1-hydroxy-ethyl}-6,9-dioxo-2-oxa-7,10-diaza-bicyclo[11.2.2]heptadeca-1(16),13(17),14-trien-8-yl)-acetamide, inhibitor 2",anchor,,"2-(11-{2-[benzenesulfonyl-(3-methyl-butyl)-amino]-1-hydroxy-ethyl}-6,9-dioxo-2-oxa-7,10-diaza-bicyclo[11.2.2]heptadeca-1(16),13(17),14-trien-8-yl)-acetamide, inhibitor 2",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1091,"2-(1h-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",anchor,,"2-(1h-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1092,2-(1h-pyrazol-3-yl)-1h-benzimidazole,anchor,,2-(1h-pyrazol-3-yl)-1h-benzimidazole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1093,"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",anchor,,"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1094,"2-(2,4-dichlorophenoxy)-5-(pyridin-2-ylmethyl)phenol",anchor,,"2-(2,4-dichlorophenoxy)-5-(pyridin-2-ylmethyl)phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1095,"2-(2,6-dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid",anchor,,"2-(2,6-dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1096,"2-(2,6-difluorophenoxy)-n-(2-fluorophenyl)-9-isopropyl-9h-purin-8-amine",anchor,,"2-(2,6-difluorophenoxy)-n-(2-fluorophenyl)-9-isopropyl-9h-purin-8-amine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1097,"2-(2-chloro-4-fluorophenoxy)-2-methyl-n-[(1r,2s,3s,5s,7s)-5-(methylsulfonyl)-2-adamantyl]propanamide",anchor,,"2-(2-chloro-4-fluorophenoxy)-2-methyl-n-[(1r,2s,3s,5s,7s)-5-(methylsulfonyl)-2-adamantyl]propanamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1098,"2-(2-chloropyridin-4-yl)-4-methyl-1h-isoindole-1,3(2h)-dione",anchor,,"2-(2-chloropyridin-4-yl)-4-methyl-1h-isoindole-1,3(2h)-dione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1099,"2-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-ethanesulfonic acid",anchor,,"2-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-ethanesulfonic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1100,2-(2-hydroxy-5-methoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,anchor,,2-(2-hydroxy-5-methoxy-phenyl)-1h-benzoimidazole-5-carboxamidine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1101,2-(2-hydroxy-cyclopentyl)-pent-4-enal,anchor,,2-(2-hydroxy-cyclopentyl)-pent-4-enal,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1102,2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine,anchor,,2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1103,2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,anchor,,2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1103,2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine,synonym,11210,[2-(2-hydroxyphenyl)-1h-benzimidazol-5-yl](imino)methanaminium,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1104,2-(2-methylphenyl)-1h-indole-5-carboximidamide,anchor,,2-(2-methylphenyl)-1h-indole-5-carboximidamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1105,2-(2-methylphenyl)-1h-indole-6-carboximidamide,anchor,,2-(2-methylphenyl)-1h-indole-6-carboximidamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1106,"2-(2-phenyl-3-pyridin-2-yl-4,5,6,7-tetrahydro-2h-isophosphindol-1-yl)pyridine",anchor,,"2-(2-phenyl-3-pyridin-2-yl-4,5,6,7-tetrahydro-2h-isophosphindol-1-yl)pyridine",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1107,"2-(2-quinolin-3-ylpyridin-4-yl)-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",anchor,,"2-(2-quinolin-3-ylpyridin-4-yl)-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1108,2-(2-{2-[(biphenyl-4-ylmethyl)-amino]-3-mercapto-pentanoylamino}-acetylamino)-3-methyl-butyric acid methyl ester,anchor,,2-(2-{2-[(biphenyl-4-ylmethyl)-amino]-3-mercapto-pentanoylamino}-acetylamino)-3-methyl-butyric acid methyl ester,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1109,2-(2-{2-[2-(2-methoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol,anchor,,2-(2-{2-[2-(2-methoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1110,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",anchor,,"2-(2-{2-[2-(2-{2-[2-(2-ethoxy-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethanol, polyethyleneglycol peg400",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1111,2-(2f-benzothiazolyl)-5-styryl-3-(4f-phthalhydrazidyl)tetrazolium chloride,anchor,,2-(2f-benzothiazolyl)-5-styryl-3-(4f-phthalhydrazidyl)tetrazolium chloride,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1112,2-(3'-methoxyphenyl) benzimidazole-4-carboxamide,anchor,,2-(3'-methoxyphenyl) benzimidazole-4-carboxamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1113,"2-(3,4-dihydro-3-oxo-2h-benzo[b][1,4]thiazin-2-yl)-n-hydroxyacetamide",anchor,,"2-(3,4-dihydro-3-oxo-2h-benzo[b][1,4]thiazin-2-yl)-n-hydroxyacetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1114,"2-(3,4-dihydroxyphenyl)-8-(1,1-dioxidoisothiazolidin-2-yl)-3-hydroxy-6-methyl-4h-chromen-4-one",anchor,,"2-(3,4-dihydroxyphenyl)-8-(1,1-dioxidoisothiazolidin-2-yl)-3-hydroxy-6-methyl-4h-chromen-4-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1115,"2-(3,4-dihydroxyphenyl)acetic acid",anchor,,"2-(3,4-dihydroxyphenyl)acetic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1116,"2-(3,5-dimethylphenyl)-1,3-benzoxazole",anchor,,"2-(3,5-dimethylphenyl)-1,3-benzoxazole",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1117,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",anchor,,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1118,"2-(3-amino-2,5,6-trimethoxyphenyl)ethyl 5-chloro-2,4-dihydroxybenzoate",anchor,,"2-(3-amino-2,5,6-trimethoxyphenyl)ethyl 5-chloro-2,4-dihydroxybenzoate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1119,2-(3-benzoylphenoxy)ethyl(hydroxy)formamide,anchor,,2-(3-benzoylphenoxy)ethyl(hydroxy)formamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1120,"2-(3-bromophenyl)-6-[(2-hydroxyethyl)amino]-1h-benzo[de]isoquinoline-1,3(2h)-dione",anchor,,"2-(3-bromophenyl)-6-[(2-hydroxyethyl)amino]-1h-benzo[de]isoquinoline-1,3(2h)-dione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1121,"2-(3-carboxypropionyl)-6-hydroxy-cyclohexa-2,4-diene carboxylic acid",anchor,,"2-(3-carboxypropionyl)-6-hydroxy-cyclohexa-2,4-diene carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1122,2-(3-guanidinophenyl)-3-mercaptopropanoic acid,anchor,,2-(3-guanidinophenyl)-3-mercaptopropanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1123,2-(3-methylphenyl)-1h-indole-5-carboximidamide,anchor,,2-(3-methylphenyl)-1h-indole-5-carboximidamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
