legacy_anchor_drug_id,legacy_anchor_drug_name,term_kind,legacy_synonym_id,normalized_surface_form,match_count,rxnorm_mapping_status,rxnorm_mapping_rule,matched_rxcuis,matched_ttys,concept_classes,default_rule,quarantine_reason,assigned_rxcuis
1124,2-(3-nitrophenyl)acetic acid,anchor,,2-(3-nitrophenyl)acetic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1125,2-(3-oxo-propylsulfanylcarbonyl)-ethanethiolate,anchor,,2-(3-oxo-propylsulfanylcarbonyl)-ethanethiolate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1126,2-(4-(2-((3-(5-(pyridin-2-ylthio)thiazol-2-yl)ureido)methyl)-1h-imidazol-4-yl)phenoxy)acetic acid,anchor,,2-(4-(2-((3-(5-(pyridin-2-ylthio)thiazol-2-yl)ureido)methyl)-1h-imidazol-4-yl)phenoxy)acetic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1127,"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide",anchor,,"2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1128,2-(4-carcoxy-5-isopropylthiazolyl)benzopiperidine,anchor,,2-(4-carcoxy-5-isopropylthiazolyl)benzopiperidine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1129,2-(4-chloro-phenylamino)-nicotinic acid,anchor,,2-(4-chloro-phenylamino)-nicotinic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1130,"2-(4-chlorobenzylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",anchor,,"2-(4-chlorobenzylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1131,2-(4-chlorophenyl)-5-quinoxalinecarboxamide,anchor,,2-(4-chlorophenyl)-5-quinoxalinecarboxamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1132,"2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",anchor,,"2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1133,"2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",anchor,,"2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1134,2-(4-hydroxy-3-nitrophenyl)acetic acid,anchor,,2-(4-hydroxy-3-nitrophenyl)acetic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1135,2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,anchor,,2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1136,2-(4-hydroxy-phenyl)benzofuran-5-ol,anchor,,2-(4-hydroxy-phenyl)benzofuran-5-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1137,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1h-isoindole-1,3(2h)-dione",anchor,,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1h-isoindole-1,3(2h)-dione",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1138,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,anchor,,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1138,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,synonym,5628,2-(4-hydroxyphenyl)benzo(b)thiophene-6-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1138,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,synonym,57306,raloxifene core,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1139,2-(4-methoxyphenyl)acetamide,anchor,,2-(4-methoxyphenyl)acetamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1140,2-(4-methylphenoxy)ethylphosphinate,anchor,,2-(4-methylphenoxy)ethylphosphinate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1141,2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,anchor,,2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethanesulfonamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1142,2-(5-fluoro-pentyl)-2-methyl-malonic-acid,anchor,,2-(5-fluoro-pentyl)-2-methyl-malonic-acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1143,"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol",anchor,,"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1144,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide",anchor,,"2-(6-chloro-3-{[2,2-difluoro-2-(1-oxido-2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluorophenyl)methyl]acetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1145,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide",anchor,,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-3-methyl-6-pyridinyl)methyl]acetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1146,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide",anchor,,"2-(6-chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2h)-pyrazinyl)-n-[(2-fluoro-6-pyridinyl)methyl]acetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1147,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",anchor,,"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1148,2-(6-methylpyridin-2-yl)-n-pyridin-4-ylquinazolin-4-amine,anchor,,2-(6-methylpyridin-2-yl)-n-pyridin-4-ylquinazolin-4-amine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1149,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-n,n-diethylacetamide",anchor,,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-n,n-diethylacetamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1150,2-(acetyl-hydroxy-amino)-4-methyl-pentanoic acid methyl ester,anchor,,2-(acetyl-hydroxy-amino)-4-methyl-pentanoic acid methyl ester,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1151,2-(acetylamino)-2-deoxy-4-o-beta-d-galactopyranosyl-alpha-d-glucopyranose,anchor,,2-(acetylamino)-2-deoxy-4-o-beta-d-galactopyranosyl-alpha-d-glucopyranose,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1152,2-(acetylamino)-2-deoxy-4-o-sulfo-alpha-d-galactopyranose,anchor,,2-(acetylamino)-2-deoxy-4-o-sulfo-alpha-d-galactopyranose,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1153,2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose,anchor,,2-(acetylamino)-2-deoxy-6-o-methyl-alpha-d-allopyranose,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1154,2-(aminomethyl)phenol,anchor,,2-(aminomethyl)phenol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1154,2-(aminomethyl)phenol,synonym,6232,2-hoba,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1155,"2-(beta-d-glucopyranosyl)-5-methyl-1,2,3-benzimidazole",anchor,,"2-(beta-d-glucopyranosyl)-5-methyl-1,2,3-benzimidazole",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1156,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-benzothiazole",anchor,,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-benzothiazole",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1157,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole",anchor,,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1158,"2-(biphenyl-4-sulfonyl)-1,2,3,4-tetrahydro-isoquinoline-3-carboxylic acid",anchor,,"2-(biphenyl-4-sulfonyl)-1,2,3,4-tetrahydro-isoquinoline-3-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1159,"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide",anchor,,"2-(carboxymethyl)-1-oxo-1,2-dihydronaphtho[1,2-d]isothiazole-4-carboxylic acid 3,3-dioxide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1160,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",anchor,,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1161,2-(cyclohexylamino)benzoic acid,anchor,,2-(cyclohexylamino)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1162,"2-(cyclohexylmethylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",anchor,,"2-(cyclohexylmethylamino)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1163,2-(diethylamino)ethyl methacrylate,anchor,,2-(diethylamino)ethyl methacrylate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1163,2-(diethylamino)ethyl methacrylate,synonym,28285,daktose b,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1163,2-(diethylamino)ethyl methacrylate,synonym,29551,diethylaminoethyl methacrylate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1163,2-(diethylamino)ethyl methacrylate,synonym,48149,"n,n-diethylaminoethyl methacrylate",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1164,2-(ethoxymethyl)-4-(4-fluorophenyl)-3-[2-(2-hydroxyphenoxy)pyrimidin-4-yl]isoxazol-5(2h)-one,anchor,,2-(ethoxymethyl)-4-(4-fluorophenyl)-3-[2-(2-hydroxyphenoxy)pyrimidin-4-yl]isoxazol-5(2h)-one,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1165,2-(hydrazinocarbonyl)-3-phenyl-1h-indole-5-sulfonamide,anchor,,2-(hydrazinocarbonyl)-3-phenyl-1h-indole-5-sulfonamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1166,"2-(indol-3-ylmethyl)-3,3'-diindolylmethane",anchor,,"2-(indol-3-ylmethyl)-3,3'-diindolylmethane",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1168,"2-(methylamino)-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",anchor,,"2-(methylamino)-n-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4h-1,2,4-triazol-3-yl)sulfanyl]benzamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1169,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,anchor,,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1h-imidazol-4-ol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1171,"2-(oxalyl-amino)-4,5,6,7-tetrahydro-thieno[2,3-c]pyridine-3-carboxylic acid",anchor,,"2-(oxalyl-amino)-4,5,6,7-tetrahydro-thieno[2,3-c]pyridine-3-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1172,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",anchor,,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1173,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]thiopyran-3-carboxylic acid",anchor,,"2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]thiopyran-3-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1174,2-(oxalyl-amino)-benzoic acid,anchor,,2-(oxalyl-amino)-benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1175,2-(p-tolyl)ethyl nicotinate,anchor,,2-(p-tolyl)ethyl nicotinate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1175,2-(p-tolyl)ethyl nicotinate,synonym,7837,"3-pyridinecarboxylic acid, 2-(4-methylphenyl)ethyl ester",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1175,2-(p-tolyl)ethyl nicotinate,synonym,52382,p-tolylmethylcarbinol-nicotinic acid ester,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1176,2-(phosphonooxy)butanoic acid,anchor,,2-(phosphonooxy)butanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1177,"2-(pyrido[1,2-e]purin-4-yl)amino-ethanol",anchor,,"2-(pyrido[1,2-e]purin-4-yl)amino-ethanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1178,2-(sec-butyl)thiazole,anchor,,2-(sec-butyl)thiazole,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1179,2-(thiomethylene)-4-methylpentanoic acid,anchor,,2-(thiomethylene)-4-methylpentanoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1180,"2-(toluene-4-sulfonyl)-2h-benzo[d][1,2,3]diazaborinin-1-ol",anchor,,"2-(toluene-4-sulfonyl)-2h-benzo[d][1,2,3]diazaborinin-1-ol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1181,2-(trimethylammonium)ethyl thiol,anchor,,2-(trimethylammonium)ethyl thiol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1182,2-({2-[(3-hydroxyphenyl)amino]pyrimidin-4-yl}amino)benzamide,anchor,,2-({2-[(3-hydroxyphenyl)amino]pyrimidin-4-yl}amino)benzamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1183,2-({2-[(3r)-3-aminopiperidin-1-yl]-4-oxoquinazolin-3(4h)-yl}methyl)benzonitrile,anchor,,2-({2-[(3r)-3-aminopiperidin-1-yl]-4-oxoquinazolin-3(4h)-yl}methyl)benzonitrile,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1184,"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide",anchor,,"2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1185,2-({4-[4-(pyridin-4-ylmethyl)-1h-pyrazol-3-yl]phenoxy}methyl)quinoline,anchor,,2-({4-[4-(pyridin-4-ylmethyl)-1h-pyrazol-3-yl]phenoxy}methyl)quinoline,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1186,2-({5-chloro-2-[(2-methoxy-4-morpholin-4-ylphenyl)amino]pyrimidin-4-yl}amino)-n-methylbenzamide,anchor,,2-({5-chloro-2-[(2-methoxy-4-morpholin-4-ylphenyl)amino]pyrimidin-4-yl}amino)-n-methylbenzamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1187,2-({6-[(3-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)ethanol,anchor,,2-({6-[(3-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)ethanol,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1187,2-({6-[(3-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)ethanol,synonym,5541,2-(2-hydroxyethylamino)-6-(3-chloroanilino)-9-isopropylpurine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1188,"2-({8-[(3r)-3-aminopiperidin-1-yl]-1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7h-purin-7-yl}methyl)benzonitrile",anchor,,"2-({8-[(3r)-3-aminopiperidin-1-yl]-1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7h-purin-7-yl}methyl)benzonitrile",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1189,"2-({[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopenta-1,3-diene-1-carboxylic acid",anchor,,"2-({[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopenta-1,3-diene-1-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1190,"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid",anchor,,"2-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)cyclopent-1-ene-1-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1191,"2-({[3-(3,4-dihydroisoquinolin-2(1h)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",anchor,,"2-({[3-(3,4-dihydroisoquinolin-2(1h)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1192,2-({[4-(trifluoromethoxy)phenyl]sulfonyl}amino)ethyl dihydrogen phosphate,anchor,,2-({[4-(trifluoromethoxy)phenyl]sulfonyl}amino)ethyl dihydrogen phosphate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1193,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid,anchor,,2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1194,"2-[(1r)-1-carboxy-2-(4-hydroxyphenyl)ethyl]-1,3-dioxoisoindoline-5-carboxylic acid",anchor,,"2-[(1r)-1-carboxy-2-(4-hydroxyphenyl)ethyl]-1,3-dioxoisoindoline-5-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1195,"2-[(1r)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1h-isoindole-5-carboxylic acid",anchor,,"2-[(1r)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1h-isoindole-5-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1196,"2-[(1r)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1h-isoindole-5-carboxylic acid",anchor,,"2-[(1r)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1h-isoindole-5-carboxylic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1197,"2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4,5-c]pyridin-5-ium",anchor,,"2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4,5-c]pyridin-5-ium",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1198,"2-[(2',3',4'-trifluorobiphenyl-2-yl)oxy]ethanol",anchor,,"2-[(2',3',4'-trifluorobiphenyl-2-yl)oxy]ethanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1199,"2-[(2,4-dichloro-5-methylphenyl)sulfonyl]-1,3-dinitro-5-(trifluoromethyl)benzene",anchor,,"2-[(2,4-dichloro-5-methylphenyl)sulfonyl]-1,3-dinitro-5-(trifluoromethyl)benzene",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1200,"2-[(2,4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid",anchor,,"2-[(2,4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1201,"2-[(2-chloro-4-iodophenyl)amino]-n-{[(2r)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",anchor,,"2-[(2-chloro-4-iodophenyl)amino]-n-{[(2r)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1202,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,anchor,,2-[(2-methoxy-5-methylphenoxy)methyl]pyridine,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1203,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",anchor,,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9h-carbazol-9-yl)benzamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1204,2-[(2-naphthylsulfonyl)amino]ethyl dihydrogen phosphate,anchor,,2-[(2-naphthylsulfonyl)amino]ethyl dihydrogen phosphate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1205,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]phenol",anchor,,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]phenol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1206,"2-[(3,5-dichloro-4-trioxidanylphenyl)amino]benzoic acid",anchor,,"2-[(3,5-dichloro-4-trioxidanylphenyl)amino]benzoic acid",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1207,2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-imino]-5-phosphono-pent-3-enoic acid,anchor,,2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-imino]-5-phosphono-pent-3-enoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1208,"2-[(4-ethynyl-2-fluorophenyl)amino]-3,4-difluoro-n-(2-hydroxyethoxy)benzamide",anchor,,"2-[(4-ethynyl-2-fluorophenyl)amino]-3,4-difluoro-n-(2-hydroxyethoxy)benzamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1209,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,anchor,,2-[(4-fluorophenyl)sulfonylamino]-n-oxo-ethanamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1210,"2-[(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)amino]ethanol",anchor,,"2-[(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)amino]ethanol",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1211,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,anchor,,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1212,2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid,anchor,,2-[(7-hydroxy-naphthalen-1-yl)-oxalyl-amino]-benzoic acid,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1213,"2-[(cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",anchor,,"2-[(cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
1214,2-[(dioxidophosphoranyl)oxy]benzoate,anchor,,2-[(dioxidophosphoranyl)oxy]benzoate,0,unmatched,no_exact_active_rxnorm_concept,,,,,quarantine_anchor_not_validated,
